Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Density (g/cc)
145,883,A,2,H,3,101.2,13.512,1.474
145,883,A,2,H,3,103.5,13.535,1.387
145,883,A,2,H,3,105,13.55,1.453
145,883,A,2,H,3,105.8,13.558,1.457
145,883,A,2,H,3,108.3,13.583,1.369
145,883,A,2,H,3,110.4,13.604,1.242
145,883,A,2,H,3,112.8,13.628,1.325
145,883,A,2,H,3,115.2,13.652,1.296
145,883,A,2,H,3,117.5,13.675,1.28
145,883,A,2,H,3,119.8,13.698,1.333
145,883,A,2,H,3,122.1,13.721,1.326
145,883,A,2,H,3,124.5,13.745,1.363
145,883,A,2,H,3,126.8,13.768,1.372
145,883,A,2,H,3,129.2,13.792,1.349
145,883,A,2,H,3,131.5,13.815,1.304
145,883,A,2,H,3,133.9,13.839,1.229
145,883,A,2,H,3,136.3,13.863,1.287
145,883,A,2,H,3,138.6,13.886,1.28
145,883,A,2,H,3,140.9,13.909,1.408
145,883,A,2,H,4,2.3,14.023,1.207
145,883,A,2,H,4,5,14.05,1.237
145,883,A,2,H,4,5.2,14.052,1.196
145,883,A,2,H,4,7.5,14.075,1.242
145,883,A,2,H,4,10,14.1,1.208
145,883,A,2,H,4,12.3,14.123,1.23
145,883,A,2,H,4,15,14.15,1.226
145,883,A,2,H,4,16.8,14.168,1.252
145,883,A,2,H,4,19.3,14.193,1.225
145,883,A,2,H,4,20,14.2,1.256
145,883,A,2,H,4,21.7,14.217,1.335
145,883,A,2,H,4,24.1,14.241,1.389
145,883,A,2,H,4,25,14.25,1.365
145,883,A,2,H,4,26.3,14.263,1.456
145,883,A,2,H,4,28.9,14.289,1.48
145,883,A,2,H,4,30.1,14.301,1.488
145,883,A,2,H,4,30.6,14.306,1.421
145,883,A,2,H,4,32.6,14.326,1.449
145,883,A,2,H,4,34.9,14.349,1.378
145,883,A,2,H,4,35,14.35,1.463
145,883,A,2,H,4,37.5,14.375,1.431
145,883,A,2,H,4,40.1,14.401,1.35
145,883,A,2,H,4,42.1,14.421,1.339
145,883,A,2,H,4,45,14.45,1.386
145,883,A,2,H,4,47,14.47,1.303
145,883,A,2,H,4,49.4,14.494,1.339
145,883,A,2,H,4,50,14.5,1.397
145,883,A,2,H,4,51.6,14.516,1.382
145,883,A,2,H,4,54.2,14.542,1.369
145,883,A,2,H,4,54.9,14.549,1.346
145,883,A,2,H,4,56.5,14.565,1.427
145,883,A,2,H,4,58.7,14.587,1.359
145,883,A,2,H,4,60.1,14.601,1.368
145,883,A,2,H,4,61.1,14.611,1.424
145,883,A,2,H,4,63.6,14.636,1.367
145,883,A,2,H,4,65,14.65,1.366
145,883,A,2,H,4,65.8,14.658,1.441
145,883,A,2,H,4,68.1,14.681,1.427
145,883,A,2,H,4,70.6,14.706,1.443
145,883,A,2,H,4,72.8,14.728,1.392
145,883,A,2,H,4,75,14.75,1.343
145,883,A,2,H,4,75.1,14.751,1.389
145,883,A,2,H,4,77.6,14.776,1.381
145,883,A,2,H,4,80,14.8,1.393
145,883,A,2,H,4,82,14.82,1.361
145,883,A,2,H,4,85,14.85,1.372
145,883,A,2,H,4,86.4,14.864,1.421
145,883,A,2,H,4,88.8,14.888,1.366
145,883,A,2,H,4,90,14.9,1.4
145,883,A,2,H,4,91.2,14.912,1.411
145,883,A,2,H,4,93.6,14.936,1.401
145,883,A,2,H,4,95,14.95,1.412
145,883,A,2,H,4,95.9,14.959,1.464
145,883,A,2,H,4,98.2,14.982,1.42
145,883,A,2,H,4,100,15,1.464
145,883,A,2,H,4,100.8,15.008,1.43
145,883,A,2,H,4,103,15.03,1.453
145,883,A,2,H,4,105.1,15.051,1.408
145,883,A,2,H,4,105.4,15.054,1.441
145,883,A,2,H,4,107.7,15.077,1.511
145,883,A,2,H,4,109.9,15.099,1.393
145,883,A,2,H,4,110,15.1,1.395
145,883,A,2,H,4,112.5,15.125,1.355
145,883,A,2,H,4,115,15.15,1.505
145,883,A,2,H,4,117.1,15.171,1.466
145,883,A,2,H,4,119.6,15.196,1.479
145,883,A,2,H,4,121.8,15.218,1.379
145,883,A,2,H,4,124.1,15.241,1.432
145,883,A,2,H,4,126.5,15.265,1.499
145,883,A,2,H,4,128.9,15.289,1.436
145,883,A,2,H,4,131.2,15.312,1.403
145,883,A,2,H,4,133.6,15.336,1.396
145,883,A,2,H,4,135.8,15.358,1.413
145,883,A,2,H,4,138.1,15.381,1.377
145,883,A,2,H,4,140.6,15.406,1.459
145,883,A,2,H,4,142.9,15.429,1.397
145,883,A,2,H,4,145.2,15.452,1.529
145,883,A,2,H,4,147.6,15.476,1.452
145,883,A,2,H,5,2.1,15.521,1.416
145,883,A,2,H,5,5,15.55,1.488
145,883,A,2,H,5,5.2,15.552,1.478
145,883,A,2,H,5,7.4,15.574,1.406
145,883,A,2,H,5,10,15.6,1.378
145,883,A,2,H,5,12.4,15.624,1.441
145,883,A,2,H,5,15,15.65,1.414
145,883,A,2,H,5,16.9,15.669,1.461
145,883,A,2,H,5,19.4,15.694,1.447
145,883,A,2,H,5,20,15.7,1.351
145,883,A,2,H,5,21.8,15.718,1.411
145,883,A,2,H,5,24,15.74,1.427
145,883,A,2,H,5,25,15.75,1.427
145,883,A,2,H,5,26.4,15.764,1.461
145,883,A,2,H,5,28.9,15.789,1.392
145,883,A,2,H,5,30,15.8,1.387
145,883,A,2,H,5,31.3,15.813,1.367
145,883,A,2,H,5,33.4,15.834,1.406
145,883,A,2,H,5,35,15.85,1.347
145,883,A,2,H,5,35.7,15.857,1.403
145,883,A,2,H,5,38.2,15.882,1.386
145,883,A,2,H,5,40,15.9,1.42
145,883,A,2,H,5,42.6,15.926,1.427
145,883,A,2,H,5,45,15.95,1.399
145,883,A,2,H,5,45.1,15.951,1.441
145,883,A,2,H,5,47.3,15.973,1.499
145,883,A,2,H,5,50,16,1.498
145,883,A,2,H,5,51.9,16.019,1.416
145,883,A,2,H,5,54.3,16.043,1.441
145,883,A,2,H,5,55,16.05,1.436
145,883,A,2,H,5,56.6,16.066,1.351
145,883,A,2,H,5,59,16.09,1.393
145,883,A,2,H,5,60.1,16.101,1.408
145,883,A,2,H,5,61.4,16.114,1.53
145,883,A,2,H,5,63.6,16.136,1.462
145,883,A,2,H,5,65,16.15,1.496
145,883,A,2,H,5,66,16.16,1.381
145,883,A,2,H,5,68.5,16.185,1.375
145,883,A,2,H,5,70,16.2,1.434
145,883,A,2,H,5,70.8,16.208,1.338
145,883,A,2,H,5,73.2,16.232,1.34
145,883,A,2,H,5,74.9,16.249,1.373
145,883,A,2,H,5,75.5,16.255,1.306
145,883,A,2,H,5,77.9,16.279,1.304
145,883,A,2,H,5,80.1,16.301,1.395
145,883,A,2,H,5,82.4,16.324,1.381
145,883,A,2,H,5,85,16.35,1.422
145,883,A,2,H,5,87.2,16.372,1.412
145,883,A,2,H,5,89.3,16.393,1.415
145,883,A,2,H,5,91.8,16.418,1.498
145,883,A,2,H,5,94,16.44,1.433
145,883,A,2,H,5,96.5,16.465,1.358
145,883,A,2,H,5,98.9,16.489,1.355
145,883,A,2,H,5,101.2,16.512,1.357
145,883,A,2,H,5,103.4,16.534,1.408
145,883,A,2,H,5,105.8,16.558,1.365
145,883,A,2,H,5,108,16.58,1.369
145,883,A,2,H,5,110.5,16.605,1.386
145,883,A,2,H,5,112.9,16.629,1.402
145,883,A,2,H,5,115.3,16.653,1.507
145,883,A,2,H,5,117.4,16.674,1.45
145,883,A,2,H,5,119.8,16.698,1.5
145,883,A,2,H,5,122.1,16.721,1.557
145,883,A,2,H,6,2.1,17.021,1.213
145,883,A,2,H,6,5,17.05,1.197
145,883,A,2,H,6,7.2,17.072,1.197
145,883,A,2,H,6,9.3,17.093,1.218
145,883,A,2,H,6,10,17.1,1.243
145,883,A,2,H,6,11.9,17.119,1.285
145,883,A,2,H,6,14.3,17.143,1.24
145,883,A,2,H,6,15,17.15,1.331
145,883,A,2,H,6,16.8,17.168,1.386
145,883,A,2,H,6,19,17.19,1.444
145,883,A,2,H,6,20,17.2,1.415
145,883,A,2,H,6,21.3,17.213,1.498
145,883,A,2,H,6,23.8,17.238,1.478
145,883,A,2,H,6,25,17.25,1.443
145,883,A,2,H,6,26.1,17.261,1.432
145,883,A,2,H,6,28.2,17.282,1.327
145,883,A,2,H,6,30,17.3,1.269
145,883,A,2,H,6,30.5,17.305,1.279
145,883,A,2,H,6,33,17.33,1.226
145,883,A,2,H,6,35,17.35,1.215
145,883,A,2,H,6,35.6,17.356,1.163
145,883,A,2,H,6,37.7,17.377,1.246
145,883,A,2,H,6,40.1,17.401,1.194
145,883,A,2,H,6,42.6,17.426,1.252
145,883,A,2,H,6,45,17.45,1.343
145,883,A,2,H,6,50,17.5,1.46
145,883,A,2,H,6,51.8,17.518,1.483
145,883,A,2,H,6,54.1,17.541,1.565
145,883,A,2,H,6,55,17.55,1.525
145,883,A,2,H,6,56.6,17.566,1.425
145,883,A,2,H,6,59,17.59,1.459
145,883,A,2,H,6,60,17.6,1.378
145,883,A,2,H,6,61.3,17.613,1.425
145,883,A,2,H,6,63.6,17.636,1.344
145,883,A,2,H,6,65,17.65,1.263
145,883,A,2,H,6,66.1,17.661,1.295
145,883,A,2,H,6,68.5,17.685,1.239
145,883,A,2,H,6,69.9,17.699,1.29
145,883,A,2,H,6,71,17.71,1.312
145,883,A,2,H,6,73.3,17.733,1.263
145,883,A,2,H,6,75.1,17.751,1.26
145,883,A,2,H,6,75.6,17.756,1.299
145,883,A,2,H,6,78.1,17.781,1.337
145,883,A,2,H,6,80.1,17.801,1.317
145,883,A,2,H,6,80.4,17.804,1.29
145,883,A,2,H,6,82.7,17.827,1.326
145,883,A,2,H,6,85,17.85,1.397
145,883,A,2,H,6,87.2,17.872,1.354
145,883,A,2,H,6,89.9,17.899,1.363
145,883,A,2,H,6,92,17.92,1.394
145,883,A,2,H,6,94.4,17.944,1.368
145,883,A,2,H,6,95.1,17.951,1.356
145,883,A,2,H,6,96.6,17.966,1.393
145,883,A,2,H,6,98.9,17.989,1.432
145,883,A,2,H,6,100,18,1.458
145,883,A,2,H,6,101.4,18.014,1.31
145,883,A,2,H,6,103.7,18.037,1.32
145,883,A,2,H,6,105,18.05,1.315
145,883,A,2,H,6,106.3,18.063,1.366
145,883,A,2,H,6,108.3,18.083,1.293
145,883,A,2,H,6,110.9,18.109,1.317
145,883,A,2,H,6,113.1,18.131,1.394
145,883,A,2,H,6,115.4,18.154,1.333
145,883,A,2,H,6,117.7,18.177,1.247
145,883,A,2,H,6,120.2,18.202,1.443
145,883,A,2,H,6,122.5,18.225,1.468
145,883,A,2,H,6,124.8,18.248,1.339
145,883,A,2,H,6,127.2,18.272,1.497
145,883,A,2,H,6,129.6,18.296,1.432
145,883,A,2,H,6,131.9,18.319,1.7
145,883,A,2,H,6,134.3,18.343,1.722
145,883,A,2,H,6,136.5,18.365,1.744
145,883,A,2,H,6,138.8,18.388,1.598
145,883,A,2,H,6,141.2,18.412,1.32
145,883,A,2,H,6,143.7,18.437,1.269
145,883,A,2,H,7,2.2,18.522,1.252
145,883,A,2,H,7,5,18.55,1.274
145,883,A,2,H,7,7.3,18.573,1.273
145,883,A,2,H,7,9.8,18.598,1.354
145,883,A,2,H,7,12,18.62,1.321
145,883,A,2,H,7,14.5,18.645,1.35
145,883,A,2,H,7,16.7,18.667,1.369
145,883,A,2,H,7,19.1,18.691,1.34
145,883,A,2,H,7,21.4,18.714,1.323
145,883,A,2,H,7,23.8,18.738,1.295
145,883,A,2,H,7,26,18.76,1.328
145,883,A,2,H,7,28.5,18.785,1.38
145,883,A,2,H,7,30.7,18.807,1.35
145,883,A,2,H,7,33.1,18.831,1.355
145,883,A,2,H,7,35.3,18.853,1.472
145,883,A,3,H,1,2.2,19.022,1.356
145,883,A,3,H,1,5,19.05,1.386
145,883,A,3,H,1,5.1,19.051,1.378
145,883,A,3,H,1,7.6,19.076,1.476
145,883,A,3,H,1,10.1,19.101,1.461
145,883,A,3,H,1,12.4,19.124,1.373
145,883,A,3,H,1,15,19.15,1.35
145,883,A,3,H,1,17.3,19.173,1.344
145,883,A,3,H,1,19.3,19.193,1.365
145,883,A,3,H,1,20,19.2,1.312
145,883,A,3,H,1,21.1,19.211,1.372
145,883,A,3,H,1,23.5,19.235,1.351
145,883,A,3,H,1,25,19.25,1.412
145,883,A,3,H,1,25.9,19.259,1.323
145,883,A,3,H,1,28.1,19.281,1.384
145,883,A,3,H,1,30,19.3,1.353
145,883,A,3,H,1,30.4,19.304,1.377
145,883,A,3,H,1,32.9,19.329,1.233
145,883,A,3,H,1,35.1,19.351,1.221
145,883,A,3,H,1,37.4,19.374,1.398
145,883,A,3,H,1,40,19.4,1.472
145,883,A,3,H,1,42.2,19.422,1.413
145,883,A,3,H,1,45,19.45,1.457
145,883,A,3,H,1,46.7,19.467,1.446
145,883,A,3,H,1,49.4,19.494,1.353
145,883,A,3,H,1,50.1,19.501,1.385
145,883,A,3,H,1,51.8,19.518,1.388
145,883,A,3,H,1,53.9,19.539,1.309
145,883,A,3,H,1,55,19.55,1.401
145,883,A,3,H,1,56.2,19.562,1.38
145,883,A,3,H,1,58.6,19.586,1.409
145,883,A,3,H,1,60.1,19.601,1.325
145,883,A,3,H,1,61.2,19.612,1.355
145,883,A,3,H,1,63.6,19.636,1.347
145,883,A,3,H,1,65,19.65,1.412
145,883,A,3,H,1,66,19.66,1.351
145,883,A,3,H,1,68.3,19.683,1.326
145,883,A,3,H,1,70,19.7,1.425
145,883,A,3,H,1,70.6,19.706,1.406
145,883,A,3,H,1,73.2,19.732,1.414
145,883,A,3,H,1,74.9,19.749,1.314
145,883,A,3,H,1,75.4,19.754,1.364
145,883,A,3,H,1,77.7,19.777,1.369
145,883,A,3,H,1,80,19.8,1.44
145,883,A,3,H,1,82.3,19.823,1.513
145,883,A,3,H,1,85,19.85,1.427
145,883,A,3,H,1,86.9,19.869,1.43
145,883,A,3,H,1,89.4,19.894,1.418
145,883,A,3,H,1,90.1,19.901,1.401
145,883,A,3,H,1,91.7,19.917,1.404
145,883,A,3,H,1,94.1,19.941,1.359
145,883,A,3,H,1,94.9,19.949,1.361
145,883,A,3,H,1,96.5,19.965,1.425
145,883,A,3,H,1,98.8,19.988,1.384
145,883,A,3,H,1,100.1,20.001,1.326
145,883,A,3,H,1,100.9,20.009,1.414
145,883,A,3,H,1,103.4,20.034,1.426
145,883,A,3,H,1,105,20.05,1.324
145,883,A,3,H,1,106,20.06,1.421
145,883,A,3,H,1,108,20.08,1.351
145,883,A,3,H,1,110.7,20.107,1.442
145,883,A,3,H,1,112.8,20.128,1.48
145,883,A,3,H,1,115.3,20.153,1.533
145,883,A,3,H,1,117.4,20.174,1.476
145,883,A,3,H,1,119.7,20.197,1.508
145,883,A,3,H,1,122.1,20.221,1.507
145,883,A,3,H,1,124.7,20.247,1.431
145,883,A,3,H,1,126.9,20.269,1.489
145,883,A,3,H,1,129.1,20.291,1.522
145,883,A,3,H,1,131.4,20.314,1.396
145,883,A,3,H,1,134,20.34,1.452
145,883,A,3,H,1,138.3,20.383,1.431
145,883,A,3,H,1,140.8,20.408,1.468
145,883,A,3,H,2,2.2,20.522,0.987
145,883,A,3,H,2,5,20.55,1.496
145,883,A,3,H,2,5.1,20.551,1.449
145,883,A,3,H,2,7.6,20.576,1.398
145,883,A,3,H,2,10,20.6,1.396
145,883,A,3,H,2,10.1,20.601,1.421
145,883,A,3,H,2,12.2,20.622,1.375
145,883,A,3,H,2,15,20.65,1.448
145,883,A,3,H,2,17,20.67,1.416
145,883,A,3,H,2,19.2,20.692,1.363
145,883,A,3,H,2,20,20.7,1.461
145,883,A,3,H,2,21.5,20.715,1.419
145,883,A,3,H,2,24,20.74,1.464
145,883,A,3,H,2,25,20.75,1.425
145,883,A,3,H,2,26.3,20.763,1.404
145,883,A,3,H,2,28.5,20.785,1.42
145,883,A,3,H,2,30,20.8,1.422
145,883,A,3,H,2,30.8,20.808,1.398
145,883,A,3,H,2,33.2,20.832,1.386
145,883,A,3,H,2,35,20.85,1.278
145,883,A,3,H,2,35.7,20.857,1.372
145,883,A,3,H,2,37.8,20.878,1.32
145,883,A,3,H,2,40,20.9,1.338
145,883,A,3,H,2,42.6,20.926,1.311
145,883,A,3,H,2,45,20.95,1.368
145,883,A,3,H,2,47.1,20.971,1.364
145,883,A,3,H,2,50.1,21.001,1.269
145,883,A,3,H,2,51.9,21.019,1.311
145,883,A,3,H,2,55,21.05,1.244
145,883,A,3,H,2,56.9,21.069,1.309
145,883,A,3,H,2,59.1,21.091,1.386
145,883,A,3,H,2,60,21.1,1.475
145,883,A,3,H,2,61.5,21.115,1.455
145,883,A,3,H,2,63.9,21.139,1.469
145,883,A,3,H,2,65,21.15,1.44
145,883,A,3,H,2,66.5,21.165,1.506
145,883,A,3,H,2,68.8,21.188,1.477
145,883,A,3,H,2,70,21.2,1.464
145,883,A,3,H,2,71,21.21,1.428
145,883,A,3,H,2,73.5,21.235,1.505
145,883,A,3,H,2,75,21.25,1.435
145,883,A,3,H,2,75.8,21.258,1.464
145,883,A,3,H,2,78.1,21.281,1.392
145,883,A,3,H,2,80,21.3,1.393
145,883,A,3,H,2,80.6,21.306,1.349
145,883,A,3,H,2,83,21.33,1.396
145,883,A,3,H,2,85,21.35,1.406
145,883,A,3,H,2,87.1,21.371,1.352
145,883,A,3,H,2,90,21.4,1.341
145,883,A,3,H,2,91.4,21.414,1.308
145,883,A,3,H,2,93.5,21.435,1.401
145,883,A,3,H,2,95.1,21.451,1.354
145,883,A,3,H,2,95.7,21.457,1.356
145,883,A,3,H,2,98.2,21.482,1.383
145,883,A,3,H,2,99.9,21.499,1.394
145,883,A,3,H,2,100.4,21.504,1.34
145,883,A,3,H,2,102.9,21.529,1.422
145,883,A,3,H,2,105.2,21.552,1.375
145,883,A,3,H,2,107.4,21.574,1.321
145,883,A,3,H,2,110,21.6,1.331
145,883,A,3,H,2,112.3,21.623,1.311
145,883,A,3,H,2,114.7,21.647,1.385
145,883,A,3,H,2,117,21.67,1.453
145,883,A,3,H,2,119.2,21.692,1.356
145,883,A,3,H,2,121.6,21.716,1.432
145,883,A,3,H,2,123.9,21.739,1.41
145,883,A,3,H,2,126.4,21.764,1.346
145,883,A,3,H,2,128.5,21.785,1.424
145,883,A,3,H,2,131.2,21.812,1.443
145,883,A,3,H,2,133.3,21.833,1.468
145,883,A,3,H,2,135.6,21.856,1.426
145,883,A,3,H,2,138,21.88,1.478
145,883,A,3,H,2,140.5,21.905,1.508
145,883,A,3,H,2,142.6,21.926,1.496
145,883,A,3,H,2,145.1,21.951,1.448
145,883,A,3,H,2,147.4,21.974,1.545
145,883,A,3,H,3,2.3,22.023,1.465
145,883,A,3,H,3,5,22.05,1.49
145,883,A,3,H,3,5.5,22.055,1.477
145,883,A,3,H,3,7.6,22.076,1.5
145,883,A,3,H,3,10,22.1,1.504
145,883,A,3,H,3,12.4,22.124,1.483
145,883,A,3,H,3,15,22.15,1.476
145,883,A,3,H,3,17,22.17,1.46
145,883,A,3,H,3,19.4,22.194,1.509
145,883,A,3,H,3,20,22.2,1.472
145,883,A,3,H,3,21.7,22.217,1.506
145,883,A,3,H,3,24.1,22.241,1.439
145,883,A,3,H,3,25,22.25,1.49
145,883,A,3,H,3,26.7,22.267,1.443
145,883,A,3,H,3,28.8,22.288,1.439
145,883,A,3,H,3,30,22.3,1.502
145,883,A,3,H,3,31.2,22.312,1.476
145,883,A,3,H,3,33.7,22.337,1.576
145,883,A,3,H,3,35,22.35,1.503
145,883,A,3,H,3,36.1,22.361,1.497
145,883,A,3,H,3,38.4,22.384,1.489
145,883,A,3,H,3,40,22.4,1.459
145,883,A,3,H,3,40.5,22.405,1.447
145,883,A,3,H,3,43.2,22.432,1.46
145,883,A,3,H,3,45,22.45,1.515
145,883,A,3,H,3,45.5,22.455,1.498
145,883,A,3,H,3,47.7,22.477,1.54
145,883,A,3,H,3,50,22.5,1.496
145,883,A,3,H,3,52.5,22.525,1.471
145,883,A,3,H,3,55.1,22.551,1.475
145,883,A,3,H,3,57,22.57,1.489
145,883,A,3,H,3,60,22.6,1.493
145,883,A,3,H,3,61.8,22.618,1.517
145,883,A,3,H,3,64.1,22.641,1.484
145,883,A,3,H,3,65,22.65,1.461
145,883,A,3,H,3,66.3,22.663,1.443
145,883,A,3,H,3,68.7,22.687,1.418
145,883,A,3,H,3,70,22.7,1.475
145,883,A,3,H,3,71.1,22.711,1.388
145,883,A,3,H,3,73.5,22.735,1.496
145,883,A,3,H,3,75,22.75,1.467
145,883,A,3,H,3,75.8,22.758,1.517
145,883,A,3,H,3,78.3,22.783,1.39
145,883,A,3,H,3,80,22.8,1.393
145,883,A,3,H,3,80.7,22.807,1.448
145,883,A,3,H,3,82.9,22.829,1.463
145,883,A,3,H,3,85,22.85,1.461
145,883,A,3,H,3,85.3,22.853,1.427
145,883,A,3,H,3,87.7,22.877,1.417
145,883,A,3,H,3,90,22.9,1.426
145,883,A,3,H,3,92.2,22.922,1.411
145,883,A,3,H,3,94.8,22.948,1.317
145,883,A,3,H,3,96.8,22.968,1.457
145,883,A,3,H,3,99.5,22.995,1.366
145,883,A,3,H,3,101.7,23.017,1.368
145,883,A,3,H,3,104,23.04,1.386
145,883,A,3,H,3,106.3,23.063,1.456
145,883,A,3,H,3,108.8,23.088,1.414
145,883,A,3,H,3,111.1,23.111,1.39
145,883,A,3,H,3,113.4,23.134,1.612
145,883,A,3,H,3,115.6,23.156,1.481
145,883,A,3,H,3,118,23.18,1.43
145,883,A,3,H,3,120.4,23.204,1.458
145,883,A,3,H,3,122.7,23.227,1.402
145,883,A,3,H,4,2.2,23.522,1.487
145,883,A,3,H,4,5,23.55,1.552
145,883,A,3,H,4,7.4,23.574,1.462
145,883,A,3,H,4,10.1,23.601,1.49
145,883,A,3,H,4,12,23.62,1.695
145,883,A,3,H,4,15,23.65,1.728
145,883,A,3,H,4,16.9,23.669,1.679
145,883,A,3,H,4,19.1,23.691,1.461
145,883,A,3,H,4,20,23.7,1.418
145,883,A,3,H,4,21.4,23.714,1.434
145,883,A,3,H,4,23.9,23.739,1.479
145,883,A,3,H,4,25,23.75,1.439
145,883,A,3,H,4,26.3,23.763,1.465
145,883,A,3,H,4,28.5,23.785,1.378
145,883,A,3,H,4,30,23.8,1.414
145,883,A,3,H,4,30.9,23.809,1.348
145,883,A,3,H,4,33.3,23.833,1.311
145,883,A,3,H,4,35,23.85,1.309
145,883,A,3,H,4,35.9,23.859,1.337
145,883,A,3,H,4,37.9,23.879,1.352
145,883,A,3,H,4,40,23.9,1.343
145,883,A,3,H,4,40.3,23.903,1.354
145,883,A,3,H,4,42.8,23.928,1.443
145,883,A,3,H,4,45,23.95,1.412
145,883,A,3,H,4,45.3,23.953,1.498
145,883,A,3,H,4,47.4,23.974,1.41
145,883,A,3,H,4,50,24,1.428
145,883,A,3,H,4,52.3,24.023,1.455
145,883,A,3,H,4,55,24.05,1.405
145,883,A,3,H,4,57.2,24.072,1.474
145,883,A,3,H,4,59.4,24.094,1.467
145,883,A,3,H,4,60,24.1,1.528
145,883,A,3,H,4,61.9,24.119,1.397
145,883,A,3,H,4,64.2,24.142,1.379
145,883,A,3,H,4,65,24.15,1.472
145,883,A,3,H,4,66.7,24.167,1.436
145,883,A,3,H,4,69.1,24.191,1.553
145,883,A,3,H,4,70,24.2,1.445
145,883,A,3,H,4,71.6,24.216,1.453
145,883,A,3,H,4,74,24.24,1.432
145,883,A,3,H,4,74.9,24.249,1.396
145,883,A,3,H,4,76.3,24.263,1.42
145,883,A,3,H,4,78.5,24.285,1.436
145,883,A,3,H,4,80.1,24.301,1.476
145,883,A,3,H,4,80.9,24.309,1.359
145,883,A,3,H,4,83.3,24.333,1.507
145,883,A,3,H,4,85,24.35,1.436
145,883,A,3,H,4,86,24.36,1.419
145,883,A,3,H,4,88,24.38,1.456
145,883,A,3,H,4,90,24.4,1.457
145,883,A,3,H,4,90.4,24.404,1.445
145,883,A,3,H,4,92.9,24.429,1.453
145,883,A,3,H,4,95,24.45,1.402
145,883,A,3,H,4,95.1,24.451,1.431
145,883,A,3,H,4,97.3,24.473,1.453
145,883,A,3,H,4,99.8,24.498,1.498
145,883,A,3,H,4,102.1,24.521,1.509
145,883,A,3,H,4,104.3,24.543,1.506
145,883,A,3,H,4,107,24.57,1.527
145,883,A,3,H,4,109.1,24.591,1.644
145,883,A,3,H,4,111.5,24.615,1.678
145,883,A,3,H,4,113.7,24.637,1.707
145,883,A,3,H,4,116.3,24.663,1.681
145,883,A,3,H,4,118.4,24.684,1.615
145,883,A,3,H,4,120.9,24.709,1.692
145,883,A,3,H,4,123.3,24.733,1.584
145,883,A,3,H,4,125.7,24.757,1.492
145,883,A,3,H,4,127.8,24.778,1.594
145,883,A,3,H,4,130.1,24.801,1.447
145,883,A,3,H,4,132.4,24.824,1.524
145,883,A,3,H,4,134.9,24.849,1.467
145,883,A,3,H,5,2.2,25.022,1.58
145,883,A,3,H,5,5.1,25.051,1.498
145,883,A,3,H,5,5.3,25.053,1.507
145,883,A,3,H,5,7.4,25.074,1.495
145,883,A,3,H,5,10,25.1,1.474
145,883,A,3,H,5,11.7,25.117,1.529
145,883,A,3,H,5,14,25.14,1.48
145,883,A,3,H,5,15,25.15,1.408
145,883,A,3,H,5,16.2,25.162,1.462
145,883,A,3,H,5,18.6,25.186,1.437
145,883,A,3,H,5,20,25.2,1.489
145,883,A,3,H,5,21,25.21,1.447
145,883,A,3,H,5,23.2,25.232,1.471
145,883,A,3,H,5,25,25.25,1.499
145,883,A,3,H,5,25.5,25.255,1.473
145,883,A,3,H,5,28,25.28,1.521
145,883,A,3,H,5,29.9,25.299,1.536
145,883,A,3,H,5,30.5,25.305,1.458
145,883,A,3,H,5,32.4,25.324,1.461
145,883,A,3,H,5,35.1,25.351,1.44
145,883,A,3,H,5,37.4,25.374,1.472
145,883,A,3,H,5,40,25.4,1.451
145,883,A,3,H,5,41.4,25.414,1.495
145,883,A,3,H,5,43.8,25.438,1.509
145,883,A,3,H,5,45,25.45,1.487
145,883,A,3,H,5,46.4,25.464,1.484
145,883,A,3,H,5,48.4,25.484,1.525
145,883,A,3,H,5,50,25.5,1.453
145,883,A,3,H,5,50.9,25.509,1.457
145,883,A,3,H,5,53.2,25.532,1.495
145,883,A,3,H,5,55.1,25.551,1.44
145,883,A,3,H,5,55.6,25.556,1.467
145,883,A,3,H,5,57.7,25.577,1.492
145,883,A,3,H,5,59.9,25.599,1.525
145,883,A,3,H,5,60.1,25.601,1.525
145,883,A,3,H,5,62.6,25.626,1.496
145,883,A,3,H,5,65.1,25.651,1.509
145,883,A,3,H,5,67,25.67,1.476
145,883,A,3,H,5,70,25.7,1.543
145,883,A,3,H,5,71.8,25.718,1.474
145,883,A,3,H,5,74.1,25.741,1.473
145,883,A,3,H,5,75.1,25.751,1.482
145,883,A,3,H,5,76,25.76,1.533
145,883,A,3,H,5,78,25.78,1.53
145,883,A,3,H,5,80,25.8,1.527
145,883,A,3,H,5,80.4,25.804,1.486
145,883,A,3,H,5,82.8,25.828,1.472
145,883,A,3,H,5,85,25.85,1.449
145,883,A,3,H,5,87.6,25.876,1.585
145,883,A,3,H,5,90,25.9,1.503
145,883,A,3,H,5,92.1,25.921,1.591
145,883,A,3,H,5,95,25.95,1.515
145,883,A,3,H,5,96.7,25.967,1.494
145,883,A,3,H,5,99.1,25.991,1.422
145,883,A,3,H,5,100,26,1.406
145,883,A,3,H,5,101.7,26.017,1.529
145,883,A,3,H,5,103.6,26.036,1.545
145,883,A,3,H,5,105,26.05,1.553
145,883,A,3,H,5,106.1,26.061,1.528
145,883,A,3,H,5,108.7,26.087,1.523
145,883,A,3,H,5,110.8,26.108,1.413
