Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Density (g/cc)
145,887,A,2,H,6,78.6,14.986,1.81
145,887,A,2,H,6,80,15,1.721
145,887,A,2,H,6,81,15.01,1.68
145,887,A,2,H,6,83.1,15.031,1.515
145,887,A,2,H,6,85,15.05,1.43
145,887,A,2,H,6,85.5,15.055,1.361
145,887,A,2,H,6,87.9,15.079,1.364
145,887,A,2,H,6,90,15.1,1.309
145,887,A,2,H,6,90.3,15.103,1.222
145,887,A,2,H,6,92.4,15.124,1.254
145,887,A,2,H,6,94.9,15.149,1.262
145,887,A,2,H,6,97.4,15.174,1.321
145,887,A,2,H,6,100.1,15.201,1.424
145,887,A,2,H,6,102,15.22,1.411
145,887,A,2,H,6,105,15.25,1.48
145,887,A,2,H,6,106.5,15.265,1.682
145,887,A,2,H,6,108.8,15.288,1.68
145,887,A,2,H,6,110,15.3,1.569
145,887,A,2,H,6,111.1,15.311,1.581
145,887,A,2,H,6,113.7,15.337,1.514
145,887,A,2,H,6,115.9,15.359,1.553
145,887,A,2,H,6,118.2,15.382,1.52
145,887,A,2,H,6,120.6,15.406,1.457
145,887,A,2,H,6,123,15.43,1.525
145,887,A,2,H,6,125.2,15.452,1.469
145,887,A,2,H,6,127.5,15.475,1.518
145,887,A,2,H,6,129.8,15.498,1.616
145,887,A,2,H,6,132.2,15.522,1.456
145,887,A,2,H,6,134.6,15.546,1.615
145,887,A,2,H,6,137,15.57,1.555
145,887,A,2,H,6,139.3,15.593,1.556
145,887,A,2,H,6,141.6,15.616,1.497
145,887,A,2,H,6,144,15.64,1.628
145,887,A,2,H,6,146.3,15.663,1.44
145,887,A,2,H,7,2.4,15.724,1.38
145,887,A,2,H,7,5,15.75,1.399
145,887,A,2,H,7,5.3,15.753,1.401
145,887,A,2,H,7,7.5,15.775,1.276
145,887,A,2,H,7,10,15.8,1.27
145,887,A,2,H,7,12.3,15.823,1.299
145,887,A,2,H,7,14.4,15.844,1.377
145,887,A,2,H,7,15,15.85,1.374
145,887,A,2,H,7,17,15.87,1.379
145,887,A,2,H,7,20,15.9,1.421
145,887,A,2,H,7,22,15.92,1.464
145,887,A,2,H,7,24,15.94,1.612
145,887,A,2,H,7,25,15.95,1.562
145,887,A,2,H,7,26.5,15.965,1.629
145,887,A,2,H,7,29,15.99,1.77
145,887,A,2,H,7,30,16,1.71
145,887,A,2,H,7,31.3,16.013,1.791
145,887,A,2,H,7,33.7,16.037,1.883
145,887,A,2,H,7,35,16.05,1.873
145,887,A,2,H,7,36.2,16.062,1.841
145,887,A,2,H,7,38.6,16.086,1.884
145,887,A,2,H,7,40,16.1,1.835
145,887,A,2,H,7,41,16.11,1.893
145,887,A,2,H,7,43.4,16.134,1.744
145,887,A,2,H,7,45,16.15,1.693
145,887,A,2,H,7,45.7,16.157,1.538
145,887,A,2,H,7,48.1,16.181,1.146
145,887,A,2,H,7,50,16.2,1.542
145,887,A,2,H,7,50.8,16.208,1.55
145,887,A,2,H,7,53.3,16.233,1.711
145,887,A,2,H,7,55,16.25,1.737
145,887,A,2,H,7,55.5,16.255,1.73
