Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),L*,a*,b*
145,887,B,1,H,1,18.65,0.186,28.565,4.143589661,8.294435663
145,887,B,1,H,1,18.71,0.187,28.842,4.179004891,8.383122698
145,887,B,1,H,1,18.76,0.188,29.24,4.171350406,8.500024231
145,887,B,1,H,1,18.82,0.188,29.287,4.107764413,8.613700874
145,887,B,1,H,1,18.88,0.189,29.214,4.098177753,8.694371848
145,887,B,1,H,1,18.94,0.189,29.232,4.117590426,8.725037153
145,887,B,1,H,1,19,0.19,29.225,4.172002433,8.709696791
145,887,B,1,H,1,19.05,0.191,29.093,4.262345262,8.651575491
145,887,B,1,H,1,19.11,0.191,29,4.372756046,8.548224736
145,887,B,1,H,1,19.17,0.192,28.755,4.509166164,8.419868312
145,887,B,1,H,1,19.23,0.192,28.679,4.741575614,8.18950622
145,887,B,1,H,1,19.29,0.193,28.661,4.949984398,8.064138459
145,887,B,1,H,1,19.35,0.193,28.671,5.130392515,7.926765029
145,887,B,1,H,1,19.4,0.194,28.697,5.281732103,7.809616174
145,887,B,1,H,1,19.46,0.195,28.775,5.401138997,7.720232352
145,887,B,1,H,1,19.52,0.195,28.945,5.484545225,7.649842862
145,887,B,1,H,1,19.58,0.196,29.091,5.537950786,7.606447702
145,887,B,1,H,1,19.64,0.196,29.21,5.56735568,7.598046875
145,887,B,1,H,1,19.69,0.197,29.383,5.545692583,7.583875188
145,887,B,1,H,1,19.75,0.198,29.639,5.498096254,7.587463968
145,887,B,1,H,1,19.81,0.198,29.818,5.437499259,7.608047079
145,887,B,1,H,1,19.87,0.199,29.922,5.346901597,7.660624522
145,887,B,1,H,1,19.93,0.199,29.986,5.229303268,7.728196296
145,887,B,1,H,1,19.98,0.2,30.032,5.086637485,7.823001778
145,887,B,1,H,1,20.04,0.2,30.048,4.925037934,7.952563159
145,887,B,1,H,1,20.1,0.201,29.947,4.732437716,8.107118873
145,887,B,1,H,1,20.16,0.202,30,4.513836831,8.275668917
145,887,B,1,H,1,20.22,0.202,30.078,4.40023528,8.379213293
145,887,B,1,H,1,20.27,0.203,29.978,4.327566811,8.485995943
145,887,B,1,H,1,20.33,0.203,29.831,4.267964037,8.580529927
145,887,B,1,H,1,20.39,0.204,29.825,4.227360596,8.645058242
145,887,B,1,H,1,20.45,0.204,29.879,4.209756488,8.686580888
145,887,B,1,H,1,20.51,0.205,29.817,4.238151714,8.715097866
145,887,B,1,H,1,20.57,0.206,29.809,4.297546273,8.724609175
145,887,B,1,H,1,20.62,0.206,29.889,4.392874562,8.69536427
145,887,B,1,H,1,20.68,0.207,30.023,4.401267899,8.708865187
145,887,B,1,H,1,20.74,0.207,30.279,4.394660568,8.689360435
145,887,B,1,H,1,20.8,0.208,30.596,4.383052571,8.691850015
145,887,B,1,H,1,20.86,0.209,30.905,4.369443907,8.700333926
145,887,B,1,H,1,20.91,0.209,31.17,4.350769511,8.702066189
145,887,B,1,H,1,20.97,0.21,31.453,4.331159625,8.703539707
145,887,B,1,H,1,21.03,0.21,31.785,4.298549071,8.704007558
