Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),L*,a*,b*
145,887,A,1,H,4,72.67,5.227,42.123,2.200798716,16.47338573
145,887,A,1,H,4,72.72,5.227,42.398,2.189798522,16.46915895
145,887,A,1,H,4,72.84,5.228,42.251,2.200807695,16.29062426
145,887,A,1,H,4,72.78,5.228,42.681,2.179801408,16.36188991
145,887,A,1,H,4,72.9,5.229,41.958,2.226817383,16.16236199
145,887,A,1,H,4,73.02,5.23,41.866,2.308846964,15.94884762
145,887,A,1,H,4,72.96,5.23,41.95,2.273830473,16.03210311
145,887,A,1,H,4,73.07,5.231,42.351,2.300863305,15.8006373
145,887,A,1,H,4,73.13,5.231,42.724,2.294886032,15.60238801
145,887,A,1,H,4,73.19,5.232,42.978,2.31391216,15.44014211
145,887,A,1,H,4,73.25,5.232,43.309,2.33394169,15.2258996
145,887,A,1,H,4,73.31,5.233,43.641,2.382974621,14.99266047
145,887,A,1,H,4,73.37,5.234,44.042,2.432010954,14.78342473
145,887,A,1,H,4,73.42,5.234,44.208,2.490043829,14.55623087
145,887,A,1,H,4,73.48,5.235,44.511,2.513086397,14.34300133
145,887,A,1,H,4,73.54,5.235,44.759,2.501132367,14.13377519
145,887,A,1,H,4,73.6,5.236,45.151,2.502181738,13.92155242
145,887,A,1,H,4,73.66,5.237,45.672,2.499234511,13.71733305
145,887,A,1,H,4,73.72,5.237,45.887,2.490290685,13.57011706
145,887,A,1,H,4,73.83,5.238,45.725,2.487402504,13.41172987
145,887,A,1,H,4,73.77,5.238,45.762,2.499340095,13.46293966
145,887,A,1,H,4,73.89,5.239,46.089,2.431468316,13.38652348
145,887,A,1,H,4,73.95,5.239,46.366,2.412537528,13.27332047
145,887,A,1,H,4,74.01,5.24,46.48,2.419610142,13.21512085
145,887,A,1,H,4,74.07,5.241,46.386,2.414686157,13.16992461
145,887,A,1,H,4,74.12,5.241,46.713,2.406752102,13.08476366
145,887,A,1,H,4,74.24,5.242,46.348,2.414920005,12.99538699
145,887,A,1,H,4,74.18,5.242,46.751,2.398834353,12.98957364
145,887,A,1,H,4,74.3,5.243,46.529,2.413009059,12.97220373
145,887,A,1,H,4,74.42,5.244,46.166,2.420197371,12.97884738
145,887,A,1,H,4,74.36,5.244,46.503,2.415101514,13.00102386
145,887,A,1,H,4,74.47,5.245,46.576,2.40727985,12.89970289
145,887,A,1,H,4,74.53,5.245,46.892,2.395381942,12.82053262
145,887,A,1,H,4,74.65,5.246,46.638,2.461596332,12.81420222
145,887,A,1,H,4,74.59,5.246,47.097,2.426487436,12.82336573
145,887,A,1,H,4,74.71,5.247,46.705,2.486708628,12.7920421
145,887,A,1,H,4,74.77,5.248,46.945,2.484824326,12.77688537
145,887,A,1,H,4,74.82,5.248,47.163,2.47292334,12.77775734
145,887,A,1,H,4,74.88,5.249,47.463,2.455045274,12.74260682
145,887,A,1,H,4,74.94,5.249,47.636,2.455170609,12.69245968
145,887,A,1,H,4,75,5.25,47.491,2.479299345,12.65331593
145,887,A,1,H,4,75.12,5.251,47.376,2.523567023,12.48403858
145,887,A,1,H,4,75.06,5.251,47.447,2.506431483,12.58017556
145,887,A,1,H,4,75.23,5.252,47.147,2.588824346,12.37379624
145,887,A,1,H,4,75.18,5.252,47.417,2.554705964,12.41090498
145,887,A,1,H,4,75.29,5.253,47.146,2.617969523,12.28166885
145,887,A,1,H,4,75.41,5.254,47.162,2.68327008,12.14242424
145,887,A,1,H,4,75.35,5.254,47.211,2.653118101,12.20254485
145,887,A,1,H,4,75.53,5.255,46.941,2.717584243,12.06319316
145,887,A,1,H,4,75.47,5.255,47.163,2.700425461,12.09530701
145,887,A,1,H,4,75.64,5.256,46.16,2.738884178,12.03699325
145,887,A,1,H,4,75.58,5.256,46.421,2.73571916,12.04210088
145,887,A,1,H,4,75.7,5.257,46.064,2.730052597,12.043889
145,887,A,1,H,4,75.82,5.258,45.311,2.78439964,11.99169066
145,887,A,1,H,4,75.76,5.258,45.788,2.762224418,12.00778813
145,887,A,1,H,4,75.93,5.259,45.157,2.706729715,12.09452074
145,887,A,1,H,4,75.88,5.259,45.211,2.761578264,12.01959657
145,887,A,1,H,4,75.99,5.26,44.761,2.683914574,12.23143286
145,887,A,1,H,4,76.05,5.261,44.411,2.613102835,12.39734836
145,887,A,1,H,4,76.11,5.261,44.44,2.540294497,12.53926725
145,887,A,1,H,4,76.23,5.262,44.425,2.406688026,12.88511519
145,887,A,1,H,4,76.17,5.262,44.457,2.470489561,12.70418953
145,887,A,1,H,4,76.34,5.263,43.788,2.307060712,13.22998769
145,887,A,1,H,4,76.28,5.263,44.23,2.359856011,13.05105582
145,887,A,1,H,4,76.4,5.264,43.675,2.250268814,13.32592295
145,887,A,1,H,4,76.52,5.265,43.71,2.161695223,13.53080362
145,887,A,1,H,4,76.46,5.265,43.898,2.194480318,13.41186159
145,887,A,1,H,4,76.63,5.266,43.08,2.168098049,13.75570613
145,887,A,1,H,4,76.58,5.266,43.48,2.170913529,13.66174903
145,887,A,1,H,4,76.69,5.267,43.008,2.178322591,13.77565775
145,887,A,1,H,4,76.81,5.268,42.926,2.20478188,13.80557115
145,887,A,1,H,4,76.75,5.268,43.046,2.186550535,13.80061275
145,887,A,1,H,4,76.87,5.269,43.053,2.227016626,13.76453292
145,887,A,1,H,4,76.93,5.269,43.061,2.261254774,13.70949809
145,887,A,1,H,4,76.98,5.27,43.131,2.304455829,13.62547165
145,887,A,1,H,4,77.04,5.27,43.377,2.357700212,13.52344302
145,887,A,1,H,4,77.1,5.271,43.454,2.423947997,13.41141778
145,887,A,1,H,4,77.22,5.272,43.356,2.543453771,13.20437745
145,887,A,1,H,4,77.16,5.272,43.398,2.508199183,13.27539592
145,887,A,1,H,4,77.28,5.273,43.561,2.55971176,13.13436237
145,887,A,1,H,4,77.33,5.273,43.817,2.571929349,13.06735239
145,887,A,1,H,4,77.39,5.274,43.615,2.617193574,13.01834351
145,887,A,1,H,4,77.45,5.275,43.738,2.6184612,12.95633802
145,887,A,1,H,4,77.51,5.275,43.99,2.637732228,12.88233592
145,887,A,1,H,4,77.57,5.276,44.048,2.655006657,12.8563372
145,887,A,1,H,4,77.63,5.276,44.074,2.665284487,12.85134187
145,887,A,1,H,4,77.74,5.277,44.24,2.667802677,12.80135923
145,887,A,1,H,4,77.68,5.277,44.319,2.660518611,12.82134835
145,887,A,1,H,4,77.8,5.278,44.378,2.670090145,12.75037349
145,887,A,1,H,4,77.92,5.279,44.277,2.659675284,12.79041217
145,887,A,1,H,4,77.86,5.279,44.559,2.662381014,12.76839114
145,887,A,1,H,4,77.98,5.28,44.108,2.649972956,12.79943659
145,887,A,1,H,4,78.04,5.28,44.262,2.618274029,12.7954644
145,887,A,1,H,4,78.09,5.281,44.408,2.627527522,12.73649016
145,887,A,1,H,4,78.15,5.282,44.418,2.635834831,12.69952418
145,887,A,1,H,4,78.21,5.282,44.488,2.635145542,12.69556158
145,887,A,1,H,4,78.33,5.283,44.582,2.603777166,12.75764654
145,887,A,1,H,4,78.27,5.283,44.653,2.618459653,12.70360236
145,887,A,1,H,4,78.44,5.284,44.632,2.541368108,12.88173631
145,887,A,1,H,4,78.39,5.284,44.736,2.582098081,12.80869409
145,887,A,1,H,4,78.5,5.285,44.684,2.492695259,12.95079008
145,887,A,1,H,4,78.62,5.286,44.824,2.372359764,13.15490777
145,887,A,1,H,4,78.56,5.286,44.853,2.42502581,13.04084723
145,887,A,1,H,4,78.74,5.287,44.725,2.272037874,13.35603901
145,887,A,1,H,4,78.68,5.287,44.774,2.317697118,13.2619717
145,887,A,1,H,4,78.79,5.288,44.465,2.254324436,13.42709769
145,887,A,1,H,4,78.91,5.289,44.843,2.196021821,13.48224811
145,887,A,1,H,4,78.85,5.289,44.846,2.221671427,13.47417121
145,887,A,1,H,4,79.03,5.29,44.599,2.230732811,13.49841208
145,887,A,1,H,4,78.97,5.29,44.655,2.210375615,13.4953284
145,887,A,1,H,4,79.14,5.291,44.217,2.298396504,13.42357428
145,887,A,1,H,4,79.09,5.291,44.443,2.262093408,13.46749914
145,887,A,1,H,4,79.2,5.292,44.305,2.325763338,13.34966755
145,887,A,1,H,4,79.32,5.293,43.976,2.490507208,13.20186425
145,887,A,1,H,4,79.26,5.293,44.432,2.407133572,13.27176421
145,887,A,1,H,4,79.38,5.294,43.777,2.553884245,13.10696768
145,887,A,1,H,4,79.44,5.294,43.836,2.590264684,12.9850745
145,887,A,1,H,4,79.49,5.295,43.777,2.619584314,12.85016609
145,887,A,1,H,4,79.55,5.296,43.809,2.636970989,12.76627912
145,887,A,1,H,4,79.61,5.296,43.944,2.635361065,12.69339553
145,887,A,1,H,4,79.67,5.297,43.827,2.629754542,12.64151532
145,887,A,1,H,4,79.73,5.297,44.04,2.611151421,12.5866385
145,887,A,1,H,4,79.79,5.298,44.541,2.573551701,12.53176507
145,887,A,1,H,4,79.84,5.298,44.675,2.531887866,12.50687313
145,887,A,1,H,4,79.9,5.299,45.075,2.482294382,12.4780059
145,887,A,1,H,4,80.02,5.3,45.233,2.406117618,12.52328161
145,887,A,1,H,4,79.96,5.3,45.289,2.425704299,12.49914206
145,887,A,1,H,4,80.08,5.301,45.47,2.378534338,12.51242454
145,887,A,1,H,4,80.14,5.301,45.58,2.365954459,12.51057086
145,887,A,1,H,4,80.19,5.302,45.819,2.356307159,12.49669538
145,887,A,1,H,4,80.31,5.303,45.973,2.369163275,12.47100382
145,887,A,1,H,4,80.25,5.303,46.153,2.351733516,12.48984791
145,887,A,1,H,4,80.43,5.304,45.663,2.433032996,12.50432581
145,887,A,1,H,4,80.37,5.304,45.931,2.399596435,12.49116312
145,887,A,1,H,4,80.49,5.305,45.523,2.466472959,12.49749188
145,887,A,1,H,4,80.54,5.305,45.619,2.499842193,12.47763286
145,887,A,1,H,4,80.6,5.306,45.665,2.551288392,12.48080513
145,887,A,1,H,4,80.72,5.307,45.337,2.592190993,12.53615985
145,887,A,1,H,4,80.66,5.307,45.524,2.599737992,12.5089808
145,887,A,1,H,4,80.78,5.308,45.201,2.567647396,12.56634229
145,887,A,1,H,4,80.84,5.308,45.549,2.5301072,12.57252811
145,887,A,1,H,4,80.89,5.309,45.682,2.502492969,12.59368555
145,887,A,1,H,4,81.01,5.31,45.512,2.50042845,12.652073
145,887,A,1,H,4,80.95,5.31,45.796,2.503959009,12.60287758
145,887,A,1,H,4,81.07,5.311,45.42,2.491901293,12.6972718
145,887,A,1,H,4,81.13,5.311,45.663,2.473377537,12.71147399
145,887,A,1,H,4,81.25,5.312,46.017,2.45234023,12.74988853
145,887,A,1,H,4,81.19,5.312,46.031,2.459857183,12.72367956
145,887,A,1,H,4,81.3,5.313,45.678,2.442745367,12.78806525
145,887,A,1,H,4,81.36,5.314,45.728,2.44323465,12.79428042
145,887,A,1,H,4,81.42,5.314,45.905,2.449727334,12.81749897
145,887,A,1,H,4,81.54,5.315,45.686,2.436722907,12.91094624
145,887,A,1,H,4,81.48,5.315,45.757,2.44222342,12.85272091
145,887,A,1,H,4,81.6,5.316,45.542,2.437225795,12.96817495
145,887,A,1,H,4,81.71,5.317,44.926,2.477156591,13.04660305
145,887,A,1,H,4,81.65,5.317,45.153,2.455647467,13.01836813
145,887,A,1,H,4,81.83,5.318,44.401,2.506185043,13.13908305
145,887,A,1,H,4,81.77,5.318,44.502,2.521669117,13.09284136
145,887,A,1,H,4,81.95,5.319,44.149,2.483227102,13.2195766
145,887,A,1,H,4,81.89,5.319,44.358,2.489704372,13.18232813
145,887,A,1,H,4,82,5.32,44.295,2.470665308,13.24678624
145,887,A,1,H,4,82.12,5.321,44.179,2.46172664,13.29129897
145,887,A,1,H,4,82.06,5.321,44.468,2.454194273,13.26004091
145,887,A,1,H,4,82.18,5.322,43.988,2.472262409,13.30756041
145,887,A,1,H,4,82.24,5.322,44.343,2.469801578,13.29682525
145,887,A,1,H,4,82.3,5.323,44.086,2.483344149,13.31709346
145,887,A,1,H,4,82.41,5.324,43.869,2.500347697,13.31859399
145,887,A,1,H,4,82.35,5.324,43.978,2.49279889,13.30631956
145,887,A,1,H,4,82.47,5.325,43.869,2.503899906,13.3058718
145,887,A,1,H,4,82.53,5.325,43.926,2.516455515,13.272153
145,887,A,1,H,4,82.65,5.326,44.073,2.541576939,13.21572555
145,887,A,1,H,4,82.59,5.326,44.128,2.526014526,13.23843758
145,887,A,1,H,4,82.7,5.327,43.963,2.555048214,13.18896811
145,887,A,1,H,4,82.76,5.328,44.317,2.565616862,13.12826229
145,887,A,1,H,4,82.82,5.328,44.387,2.561188912,13.13755985
145,887,A,1,H,4,82.88,5.329,44.223,2.549764363,13.1388608
145,887,A,1,H,4,82.94,5.329,44.557,2.533343216,13.13016513
145,887,A,1,H,4,83,5.33,44.418,2.539925469,13.13647285
145,887,A,1,H,4,83.05,5.331,44.38,2.550413279,13.13473188
145,887,A,1,H,4,83.11,5.331,44.643,2.554001769,13.1160458
145,887,A,1,H,4,83.17,5.332,44.883,2.56159366,13.12936312
145,887,A,1,H,4,83.23,5.332,45.252,2.482188952,13.15168382
145,887,A,1,H,4,83.29,5.333,45.544,2.450787646,13.15700791
145,887,A,1,H,4,83.35,5.333,46.051,2.418389741,13.14533538
145,887,A,1,H,4,83.4,5.334,46.384,2.388894086,13.14061086
145,887,A,1,H,4,83.52,5.335,46.398,2.378114149,13.18628161
145,887,A,1,H,4,83.46,5.335,46.524,2.376502417,13.15594454
145,887,A,1,H,4,83.58,5.336,46.537,2.375729283,13.18262206
145,887,A,1,H,4,83.64,5.336,46.804,2.372347818,13.1739659
145,887,A,1,H,4,83.7,5.337,46.953,2.358969755,13.12231313
145,887,A,1,H,4,83.75,5.338,47.135,2.353490634,13.09660507
145,887,A,1,H,4,83.81,5.338,47.619,2.344118806,13.0669585
145,887,A,1,H,4,83.87,5.339,47.829,2.34275038,13.06131532
145,887,A,1,H,4,83.93,5.339,48.13,2.352385355,13.07067552
145,887,A,1,H,4,83.99,5.34,48.224,2.362023732,13.10303911
145,887,A,1,H,4,84.05,5.34,48.531,2.37466551,13.14240609
145,887,A,1,H,4,84.11,5.341,48.679,2.384310689,13.19377645
145,887,A,1,H,4,84.16,5.342,48.598,2.403850937,13.25608768
145,887,A,1,H,4,84.22,5.342,48.783,2.406502352,13.32546425
145,887,A,1,H,4,84.34,5.343,48.791,2.425815386,13.49922755
145,887,A,1,H,4,84.28,5.343,48.93,2.415157168,13.40184421
145,887,A,1,H,4,84.4,5.344,48.35,2.459477006,13.61161428
145,887,A,1,H,4,84.51,5.345,48.165,2.484698809,13.79533208
145,887,A,1,H,4,84.46,5.345,48.193,2.475142026,13.71000439
145,887,A,1,H,4,84.63,5.346,47.607,2.474044723,14.00212811
145,887,A,1,H,4,84.57,5.346,47.86,2.491370065,13.9147284
145,887,A,1,H,4,84.75,5.347,46.471,2.483404243,14.25393768
145,887,A,1,H,4,84.69,5.347,47.154,2.479722783,14.1255312
145,887,A,1,H,4,84.81,5.348,45.422,2.493089105,14.38134755
145,887,A,1,H,4,84.92,5.349,43.854,2.50635352,14.57910777
145,887,A,1,H,4,84.86,5.349,44.451,2.509662422,14.49769169
145,887,A,1,H,4,85.04,5.35,42.74,2.48574592,14.65295008
145,887,A,1,H,4,84.98,5.35,43.168,2.498048019,14.61352723
145,887,A,1,H,4,85.1,5.351,42.04,2.527447222,14.67637631
145,887,A,1,H,4,85.21,5.352,41.386,2.568741777,14.76216653
145,887,A,1,H,4,85.16,5.352,41.615,2.559151926,14.72880593
145,887,A,1,H,4,85.33,5.353,40.815,2.552167057,14.85704157
145,887,A,1,H,4,85.27,5.353,40.957,2.570452716,14.81960236
145,887,A,1,H,4,85.39,5.354,40.593,2.526884799,14.89748417
145,887,A,1,H,4,85.45,5.354,40.799,2.478605942,14.92393016
145,887,A,1,H,4,85.51,5.355,40.809,2.421330487,14.93837953
145,887,A,1,H,4,85.56,5.356,40.764,2.348936873,14.96275659
145,887,A,1,H,4,85.62,5.356,41.63,2.246667653,14.94721217
145,887,A,1,H,4,85.68,5.357,41.979,2.156401836,14.92567113
145,887,A,1,H,4,85.74,5.357,42.231,2.103139419,14.91813348
145,887,A,1,H,4,85.8,5.358,42.627,2.048880404,14.90259922
145,887,A,1,H,4,85.86,5.359,43.381,1.97962479,14.85706834
145,887,A,1,H,4,85.91,5.359,43.92,1.92224771,14.82746187
145,887,A,1,H,4,85.97,5.36,44.43,1.855998332,14.7829372
145,887,A,1,H,4,86.03,5.36,44.768,1.766752356,14.76541591
145,887,A,1,H,4,86.09,5.361,44.699,1.700509781,14.79389802
145,887,A,1,H,4,86.15,5.361,45.142,1.645270607,14.76238351
145,887,A,1,H,4,86.21,5.362,45.448,1.621034834,14.72587238
145,887,A,1,H,4,86.26,5.363,45.532,1.624674289,14.71328236
145,887,A,1,H,4,86.32,5.363,45.74,1.636444752,14.68777745
145,887,A,1,H,4,86.38,5.364,45.899,1.678218617,14.65227592
145,887,A,1,H,4,86.44,5.364,45.964,1.755995883,14.64877777
145,887,A,1,H,4,86.5,5.365,45.588,1.896776551,14.63628301
145,887,A,1,H,4,86.61,5.366,45.758,1.997216609,14.57721808
145,887,A,1,H,4,86.56,5.366,45.811,1.95056062,14.59979164
145,887,A,1,H,4,86.67,5.367,45.76,2.039006914,14.54773292
145,887,A,1,H,4,86.73,5.367,45.842,2.08180062,14.54225114
145,887,A,1,H,4,86.85,5.368,45.776,2.194398237,14.70529774
145,887,A,1,H,4,86.79,5.368,45.9,2.130597728,14.61277275
145,887,A,1,H,4,86.91,5.369,45.754,2.229202147,14.80582612
145,887,A,1,H,4,86.96,5.37,46.19,2.222874671,14.84426902
145,887,A,1,H,4,87.02,5.37,46.846,2.226684817,14.85880361
145,887,A,1,H,4,87.14,5.371,46.341,2.313315313,15.04488294
145,887,A,1,H,4,87.08,5.371,46.646,2.265498364,14.93234158
145,887,A,1,H,4,87.2,5.372,46.126,2.308135664,15.14242769
145,887,A,1,H,4,87.26,5.373,46.385,2.260959415,15.22197582
145,887,A,1,H,4,87.32,5.373,46.504,2.210786569,15.34352733
145,887,A,1,H,4,87.43,5.374,45.845,2.10931185,15.61254724
145,887,A,1,H,4,87.37,5.374,46.309,2.144478461,15.46798952
145,887,A,1,H,4,87.49,5.375,45.651,2.09014864,15.71310835
145,887,A,1,H,4,87.55,5.375,45.903,2.055988832,15.80467285
145,887,A,1,H,4,87.61,5.376,45.58,2.039832425,15.92924073
145,887,A,1,H,4,87.67,5.377,45.089,2.01567942,16.055812
145,887,A,1,H,4,87.72,5.377,45.266,1.974387847,16.13629065
145,887,A,1,H,4,87.84,5.378,44.812,1.939097709,16.29844899
145,887,A,1,H,4,87.78,5.378,45.381,1.936241077,16.20786812
145,887,A,1,H,4,87.9,5.379,44.769,1.926957742,16.34803324
145,887,A,1,H,4,87.96,5.38,44.769,1.889821176,16.39862087
145,887,A,1,H,4,88.02,5.38,44.79,1.849688012,16.44021189
145,887,A,1,H,4,88.07,5.381,44.801,1.829412974,16.497707
145,887,A,1,H,4,88.13,5.381,44.847,1.828286045,16.57430423
145,887,A,1,H,4,88.25,5.382,44.78,1.835042393,16.73250884
145,887,A,1,H,4,88.19,5.382,44.807,1.837162519,16.67590484
145,887,A,1,H,4,88.31,5.383,45.326,1.784925669,16.73111623
145,887,A,1,H,4,88.42,5.384,45.168,1.779553842,16.71123857
145,887,A,1,H,4,88.37,5.384,45.59,1.761812346,16.687727
145,887,A,1,H,4,88.54,5.385,44.597,1.78334307,16.76947592
145,887,A,1,H,4,88.48,5.385,44.799,1.787446755,16.75085555
145,887,A,1,H,4,88.6,5.386,44.571,1.768242785,16.78209967
145,887,A,1,H,4,88.72,5.387,44.635,1.757052421,16.80335733
145,887,A,1,H,4,88.66,5.387,44.844,1.748145903,16.77872681
145,887,A,1,H,4,88.83,5.388,43.655,1.784723206,16.86352209
145,887,A,1,H,4,88.77,5.388,43.939,1.781810452,16.84388536
145,887,A,1,H,4,88.89,5.389,43.524,1.779639362,16.89216221
145,887,A,1,H,4,88.95,5.389,43.702,1.756558919,16.91380572
145,887,A,1,H,4,89.01,5.39,43.551,1.756481878,16.92145261
145,887,A,1,H,4,89.12,5.391,43.265,1.744182803,16.96064737
145,887,A,1,H,4,89.07,5.391,43.314,1.752408238,16.92910288
145,887,A,1,H,4,89.24,5.392,42.807,1.761051396,17.00696372
145,887,A,1,H,4,89.18,5.392,42.955,1.745115399,16.98230385
145,887,A,1,H,4,89.3,5.393,43.086,1.734990795,17.01962698
145,887,A,1,H,4,89.42,5.394,43.038,1.694879796,17.09896365
145,887,A,1,H,4,89.36,5.394,43.073,1.725933594,17.03429362
145,887,A,1,H,4,89.47,5.395,43.026,1.671670895,17.1445246
145,887,A,1,H,4,89.53,5.395,43.099,1.637623332,17.19420084
145,887,A,1,H,4,89.59,5.396,43.234,1.613579171,17.27988046
145,887,A,1,H,4,89.65,5.396,43.504,1.594538411,17.34256347
145,887,A,1,H,4,89.71,5.397,43.566,1.588501052,17.39124986
145,887,A,1,H,4,89.82,5.398,42.516,1.601274729,17.54851705
145,887,A,1,H,4,89.77,5.398,42.967,1.586467095,17.49393964
145,887,A,1,H,4,89.88,5.399,42.499,1.605247008,17.55421304
145,887,A,1,H,4,89.94,5.399,42.712,1.594222688,17.54091241
145,887,A,1,H,4,90,5.4,42.4,1.629201769,17.53861517
145,887,A,1,H,4,90.12,5.401,41.557,1.738170136,17.50503085
145,887,A,1,H,4,90.06,5.401,42.118,1.675184252,17.51932132
145,887,A,1,H,4,90.18,5.402,41.453,1.783159421,17.45374377
145,887,A,1,H,4,90.23,5.402,41.71,1.810986424,17.40234046
145,887,A,1,H,4,90.29,5.403,41.828,1.873981946,17.30605959
145,887,A,1,H,4,90.41,5.404,41.536,2.020983192,17.064508
145,887,A,1,H,4,90.35,5.404,41.754,1.945980868,17.1897821
145,887,A,1,H,4,90.53,5.405,41.319,2.131998045,16.77196996
145,887,A,1,H,4,90.47,5.405,41.544,2.075988918,16.91723728
145,887,A,1,H,4,90.58,5.406,41.642,2.189841582,16.5745831
145,887,A,1,H,4,90.64,5.406,42.222,2.205856945,16.36432198
145,887,A,1,H,4,90.7,5.407,42.216,2.227875709,16.18406425
145,887,A,1,H,4,90.76,5.408,42.523,2.257897874,15.9858099
145,887,A,1,H,4,90.82,5.408,42.78,2.265923441,15.84455893
145,887,A,1,H,4,90.88,5.409,43.342,2.24495241,15.68031136
145,887,A,1,H,4,90.93,5.409,43.59,2.228812481,15.60294096
145,887,A,1,H,4,90.99,5.41,43.471,2.237847685,15.5816996
145,887,A,1,H,4,91.11,5.411,43.549,2.166928298,15.50122702
145,887,A,1,H,4,91.05,5.411,43.561,2.209886291,15.52446161
145,887,A,1,H,4,91.17,5.412,43.309,2.105973706,15.4999958
145,887,A,1,H,4,91.23,5.412,43.514,2.070022516,15.44776798
145,887,A,1,H,4,91.28,5.413,43.65,2.022899122,15.45441405
145,887,A,1,H,4,91.34,5.413,43.724,1.982954167,15.50719243
145,887,A,1,H,4,91.4,5.414,43.444,1.978012614,15.5959742
145,887,A,1,H,4,91.46,5.415,43.446,1.957074463,15.68775935
145,887,A,1,H,4,91.52,5.415,43.651,1.927139712,15.8005479
145,887,A,1,H,4,91.58,5.416,44.083,1.887208363,15.92733982
145,887,A,1,H,4,91.63,5.416,44.457,1.839101504,16.07700235
145,887,A,1,H,4,91.69,5.417,44.26,1.840176391,16.19180048
145,887,A,1,H,4,91.75,5.418,43.837,1.855254679,16.319602
145,887,A,1,H,4,91.81,5.418,44.082,1.836336369,16.39340691
145,887,A,1,H,4,91.93,5.419,43.762,1.873509952,16.52102688
145,887,A,1,H,4,91.87,5.419,44.073,1.84442146,16.45721521
145,887,A,1,H,4,92.04,5.42,44.03,1.893514356,16.56652376
145,887,A,1,H,4,91.98,5.42,44.038,1.892419627,16.54870587
145,887,A,1,H,4,92.1,5.421,43.497,1.940612485,16.61034503
145,887,A,1,H,4,92.16,5.422,44.007,1.955714016,16.60416969
145,887,A,1,H,4,92.22,5.422,44.307,1.950818948,16.61699774
145,887,A,1,H,4,92.33,5.423,43.392,1.996853492,16.71552461
145,887,A,1,H,4,92.28,5.423,43.808,1.971927282,16.67782917
145,887,A,1,H,4,92.39,5.424,42.991,2.003968062,16.75336225
145,887,A,1,H,4,92.51,5.425,42.706,1.978207405,16.78404769
145,887,A,1,H,4,92.45,5.425,42.784,1.997086033,16.76520328
145,887,A,1,H,4,92.63,5.426,42.632,1.950460354,16.82474667
145,887,A,1,H,4,92.57,5.426,42.724,1.956332179,16.80789549
145,887,A,1,H,4,92.68,5.427,42.577,1.932403098,16.83445858
145,887,A,1,H,4,92.74,5.427,42.649,1.930537509,16.83631597
145,887,A,1,H,4,92.8,5.428,42.901,1.917675321,16.80617674
145,887,A,1,H,4,92.92,5.429,42.793,1.92796115,16.81190846
145,887,A,1,H,4,92.86,5.429,42.916,1.916816535,16.79904091
145,887,A,1,H,4,93.04,5.43,42.714,1.905260585,16.89365371
145,887,A,1,H,4,92.98,5.43,42.72,1.935109167,16.82677939
145,887,A,1,H,4,93.09,5.431,42.303,1.939222698,16.9333849
145,887,A,1,H,4,93.15,5.432,42.077,1.964380352,16.92726543
145,887,A,1,H,4,93.21,5.432,42.104,1.979541407,16.89614935
145,887,A,1,H,4,93.27,5.433,42.048,2.001705863,16.86203665
145,887,A,1,H,4,93.33,5.433,42.052,2.036873721,16.79892733
145,887,A,1,H,4,93.44,5.434,41.456,2.117023628,16.73256905
145,887,A,1,H,4,93.39,5.434,41.737,2.08904498,16.75482141
145,887,A,1,H,4,93.5,5.435,41.758,2.152201123,16.65346934
145,887,A,1,H,4,93.62,5.436,41.485,2.239566318,16.54628006
145,887,A,1,H,4,93.56,5.436,42.076,2.17738202,16.561373
145,887,A,1,H,4,93.68,5.437,40.736,2.299754017,16.5221905
145,887,A,1,H,4,93.74,5.437,40.857,2.305945117,16.42710432
145,887,A,1,H,4,93.79,5.438,40.721,2.3209403,16.37486843
145,887,A,1,H,4,93.85,5.439,40.444,2.359137636,16.32378846
145,887,A,1,H,4,93.91,5.439,40.561,2.345338374,16.23671188
145,887,A,1,H,4,94.03,5.44,40.037,2.357750054,16.05656888
145,887,A,1,H,4,93.97,5.44,40.362,2.349542513,16.14163869
145,887,A,1,H,4,94.14,5.441,39.537,2.382972712,15.95328302
145,887,A,1,H,4,94.09,5.441,39.952,2.359960996,15.98250246
145,887,A,1,H,4,94.2,5.442,39.353,2.37018989,15.92422281
145,887,A,1,H,4,94.32,5.443,38.904,2.33663445,16.02211254
145,887,A,1,H,4,94.26,5.443,39.223,2.34341047,15.95416598
145,887,A,1,H,4,94.38,5.444,38.606,2.305861832,16.14806248
145,887,A,1,H,4,94.44,5.444,38.765,2.248092616,16.28701581
145,887,A,1,H,4,94.49,5.445,38.843,2.222120867,16.33381284
145,887,A,1,H,4,94.61,5.446,38.621,2.202598307,16.4517353
145,887,A,1,H,4,94.55,5.446,38.811,2.203357886,16.37677238
145,887,A,1,H,4,94.67,5.447,38.737,2.198842129,16.49870161
145,887,A,1,H,4,94.73,5.447,38.847,2.195089352,16.5336713
145,887,A,1,H,4,94.79,5.448,38.899,2.203339977,16.57164438
145,887,A,1,H,4,94.84,5.448,38.965,2.197384762,16.61845787
145,887,A,1,H,4,94.9,5.449,38.974,2.228641623,16.58543716
145,887,A,1,H,4,95.02,5.45,38.691,2.324165548,16.5334059
145,887,A,1,H,4,94.96,5.45,38.778,2.276901885,16.56641984
145,887,A,1,H,4,95.08,5.451,38.887,2.348432613,16.44239535
145,887,A,1,H,4,95.14,5.451,39.02,2.367703079,16.34438818
145,887,A,1,H,4,95.19,5.452,39.041,2.393764399,16.24421813
145,887,A,1,H,4,95.25,5.453,38.979,2.427041101,16.12321717
