Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),L*,a*,b*
145,887,A,1,H,4,143.93,5.939,21.924,-0.607249348,9.341602371
145,887,A,1,H,4,143.87,5.939,22.173,-0.423285702,9.366856109
145,887,A,1,H,4,143.99,5.94,21.705,-0.740209592,9.47635202
145,887,A,1,H,4,144.05,5.94,21.72,-0.831166436,9.547105055
145,887,A,1,H,4,144.11,5.941,21.887,-0.872119878,9.568861476
145,887,A,1,H,4,144.22,5.942,21.726,-0.823692353,9.336757042
145,887,A,1,H,4,144.16,5.942,21.792,-0.869745147,9.475994413
145,887,A,1,H,4,144.28,5.943,21.592,-0.731636158,9.185523056
145,887,A,1,H,4,144.34,5.943,21.622,-0.596576561,9.005292457
145,887,A,1,H,4,144.4,5.944,21.423,-0.413513563,8.806065244
145,887,A,1,H,4,144.51,5.945,21.07,-0.172055899,8.385990814
145,887,A,1,H,4,144.46,5.945,21.199,-0.295447164,8.602841416
145,887,A,1,H,4,144.63,5.946,20.548,0.084092773,7.942558961
145,887,A,1,H,4,144.57,5.946,20.788,-0.044983264,8.165773194
145,887,A,1,H,4,144.75,5.947,19.799,0.334255051,7.504140652
145,887,A,1,H,4,144.69,5.947,20.232,0.211172211,7.717348114
145,887,A,1,H,4,144.81,5.948,19.537,0.450341292,7.296936577
145,887,A,1,H,4,144.92,5.949,19.127,0.651841567,6.938904567
145,887,A,1,H,4,144.86,5.949,19.249,0.557749091,7.107102434
145,887,A,1,H,4,144.98,5.95,19.024,0.732937446,6.791710086
145,887,A,1,H,4,145.04,5.95,19.187,0.797036725,6.66551899
145,887,A,1,H,4,145.1,5.951,19.215,0.840139406,6.578331281
145,887,A,1,H,4,145.16,5.952,18.91,0.860245488,6.536146958
145,887,A,1,H,4,145.21,5.952,18.961,0.854669822,6.537329275
145,887,A,1,H,4,145.33,5.953,18.728,0.758897859,6.69497643
145,887,A,1,H,4,145.27,5.953,19.02,0.82378214,6.58415116
145,887,A,1,H,4,145.45,5.954,18.291,0.768139503,6.66563713
145,887,A,1,H,4,145.39,5.954,18.436,0.76301698,6.685805087
145,887,A,1,H,4,145.51,5.955,18.2,0.772265426,6.650472559
145,887,A,1,H,4,145.62,5.956,17.835,0.782838454,6.635512973
145,887,A,1,H,4,145.56,5.956,17.972,0.776706294,6.639671336
145,887,A,1,H,4,145.74,5.957,17.351,0.793112977,6.629206404
145,887,A,1,H,4,145.68,5.957,17.658,0.787974015,6.627357995
145,887,A,1,H,4,145.8,5.958,16.905,0.799255341,6.629058199
145,887,A,1,H,4,145.91,5.959,16.51,0.808858508,6.617128617
145,887,A,1,H,4,145.86,5.959,16.743,0.804401106,6.619913379
145,887,A,1,H,4,146.03,5.96,16.288,0.818165911,6.61385478
145,887,A,1,H,4,145.97,5.96,16.337,0.813010509,6.614990005
145,887,A,1,H,4,146.15,5.961,16.007,0.82748692,6.613594487
145,887,A,1,H,4,146.09,5.961,16.2,0.823324715,6.610722941
145,887,A,1,H,4,146.21,5.962,15.952,0.832652526,6.61146942
145,887,A,1,H,4,146.26,5.963,15.915,0.836126463,6.616701118
145,887,A,1,H,4,146.32,5.963,16.083,0.841298306,6.616582258
145,887,A,1,H,4,146.38,5.964,16.395,0.846473549,6.613466785
145,887,A,1,H,4,146.44,5.964,16.669,0.851652194,6.609354698
145,887,A,1,H,4,146.5,5.965,16.65,0.855834241,6.611245996
145,887,A,1,H,4,146.61,5.966,16.414,0.86451016,6.609388838
145,887,A,1,H,4,146.56,5.966,16.573,0.860019689,6.613140681
145,887,A,1,H,4,146.73,5.967,16.401,0.866896929,6.67719401
145,887,A,1,H,4,146.67,5.967,16.463,0.869701844,6.607289731
145,887,A,1,H,4,146.85,5.968,16.25,0.878297303,6.635012725
145,887,A,1,H,4,146.79,5.968,16.392,0.872095415,6.659101674
145,887,A,1,H,4,146.91,5.969,16.096,0.885502592,6.607927162
145,887,A,1,H,4,147.02,5.97,15.883,0.904221123,6.542112424
145,887,A,1,H,4,146.96,5.97,15.89,0.894009598,6.576191779
145,887,A,1,H,4,147.14,5.971,15.473,0.926654377,6.472963871
145,887,A,1,H,4,147.08,5.971,15.696,0.915436049,6.509036454
145,887,A,1,H,4,147.2,5.972,15.395,0.932876106,6.491894674
145,887,A,1,H,4,147.26,5.973,15.49,0.941101237,6.488828863
145,887,A,1,H,4,147.32,5.973,15.811,0.952329769,6.457766438
145,887,A,1,H,4,147.37,5.974,16.122,0.965856144,6.403050337
145,887,A,1,H,4,147.43,5.974,16.458,0.981090911,6.327994119
145,887,A,1,H,4,147.49,5.975,16.756,0.999329081,6.236941288
145,887,A,1,H,4,147.55,5.975,16.921,1.018570651,6.133891843
145,887,A,1,H,4,147.61,5.976,17.076,1.038815623,6.017845784
145,887,A,1,H,4,147.67,5.977,17.06,1.060063996,5.902803111
145,887,A,1,H,4,147.72,5.977,17.119,1.079606906,5.78210347
145,887,A,1,H,4,147.84,5.978,16.581,1.118119525,5.532033925
145,887,A,1,H,4,147.78,5.978,16.903,1.097861515,5.663067004
145,887,A,1,H,4,147.9,5.979,16.18,1.136380937,5.404004232
145,887,A,1,H,4,148.02,5.98,15.158,1.168913965,5.165955003
145,887,A,1,H,4,147.96,5.98,15.704,1.153645751,5.280977925
145,887,A,1,H,4,148.13,5.981,13.879,1.19374786,4.968255109
145,887,A,1,H,4,148.07,5.981,14.548,1.182473409,5.060271822
145,887,A,1,H,4,148.25,5.982,12.381,1.210306965,4.833231841
145,887,A,1,H,4,148.19,5.982,13.155,1.203025711,4.891241782
145,887,A,1,H,4,148.31,5.983,11.563,1.213591619,4.796225285
145,887,A,1,H,4,148.37,5.984,10.705,1.212879675,4.781222116
145,887,A,1,H,5,1.5,6.015,27.187,0.929610644,3.71794105
145,887,A,1,H,5,1.62,6.016,26.15,0.958544943,3.577367861
145,887,A,1,H,5,1.56,6.016,26.643,0.950576093,3.627652763
145,887,A,1,H,5,1.74,6.017,25.313,0.939492848,3.577808216
145,887,A,1,H,5,1.68,6.017,25.708,0.954517195,3.562086345
145,887,A,1,H,5,1.8,6.018,24.963,0.914471903,3.621533472
145,887,A,1,H,5,1.92,6.019,24.39,0.841440216,3.775994143
145,887,A,1,H,5,1.86,6.019,24.656,0.881454359,3.689262115
145,887,A,1,H,5,2.04,6.02,23.968,0.746422134,3.994468359
145,887,A,1,H,5,1.98,6.02,24.161,0.795429474,3.878729558
145,887,A,1,H,5,2.1,6.021,23.808,0.694418196,4.117210545
145,887,A,1,H,5,2.22,6.022,23.579,0.587420523,4.373705077
145,887,A,1,H,5,2.16,6.022,23.68,0.641417659,4.244956118
145,887,A,1,H,5,2.34,6.023,23.287,0.505436455,4.568213153
145,887,A,1,H,5,2.28,6.023,23.439,0.545426788,4.473457422
145,887,A,1,H,5,2.4,6.024,23.314,0.468449523,4.64797227
145,887,A,1,H,5,2.46,6.025,23.408,0.434465993,4.719734773
145,887,A,1,H,5,2.52,6.025,23.651,0.405485864,4.781500662
145,887,A,1,H,5,2.64,6.026,23.802,0.36553581,4.865042599
145,887,A,1,H,5,2.58,6.026,23.829,0.382509137,4.830269937
145,887,A,1,H,5,2.7,6.027,23.648,0.355565886,4.879818646
145,887,A,1,H,5,2.82,6.028,23.364,0.35963624,4.844380899
145,887,A,1,H,5,2.76,6.028,23.527,0.353599362,4.873598079
145,887,A,1,H,5,2.88,6.029,23.423,0.356676519,4.786167104
145,887,A,1,H,5,2.94,6.029,23.656,0.3397202,4.788956696
145,887,A,1,H,5,3,6.03,23.798,0.331767282,4.792749673
145,887,A,1,H,5,3.06,6.031,23.848,0.330817766,4.797546037
145,887,A,1,H,5,3.12,6.031,24.009,0.35787165,4.802345787
145,887,A,1,H,5,3.18,6.032,24.201,0.380928937,4.807148922
145,887,A,1,H,5,3.24,6.032,24.212,0.399989624,4.813955444
145,887,A,1,H,5,3.3,6.033,24.159,0.416053713,4.819765352
145,887,A,1,H,5,3.42,6.034,23.992,0.448192095,4.709395326
145,887,A,1,H,5,3.36,6.034,24,0.435121204,4.747578646
145,887,A,1,H,5,3.54,6.035,24.042,0.463344083,4.715038844
145,887,A,1,H,5,3.48,6.035,24.077,0.451266388,4.704215392
145,887,A,1,H,5,3.6,6.036,23.687,0.465425179,4.759865682
145,887,A,1,H,5,3.72,6.037,23.318,0.445597575,4.908529517
145,887,A,1,H,5,3.66,6.037,23.399,0.455509676,4.833695907
145,887,A,1,H,5,3.78,6.038,23.193,0.428688875,4.999366513
145,887,A,1,H,5,3.84,6.038,23.248,0.395783576,5.131206896
145,887,A,1,H,5,3.9,6.039,23.131,0.361881679,5.273050664
145,887,A,1,H,5,4.02,6.04,22.579,0.291088088,5.561748359
145,887,A,1,H,5,3.96,6.04,22.946,0.326983183,5.416897819
145,887,A,1,H,5,4.14,6.041,22.04,0.217308104,5.828459599
145,887,A,1,H,5,4.08,6.041,22.287,0.254196395,5.699602286
145,887,A,1,H,5,4.2,6.042,21.868,0.178423213,5.951320297
145,887,A,1,H,5,4.26,6.043,21.868,0.140541724,6.055184382
145,887,A,1,H,5,4.32,6.043,21.885,0.099663637,6.213051853
145,887,A,1,H,5,4.44,6.044,21.618,0.068917666,6.396796953
145,887,A,1,H,5,4.38,6.044,21.78,0.08978895,6.32592271
145,887,A,1,H,5,4.5,6.045,21.55,0.069049782,6.421674582
145,887,A,1,H,5,4.62,6.046,21.384,0.101324219,6.337439998
145,887,A,1,H,5,4.56,6.046,21.509,0.0901853,6.401555597
145,887,A,1,H,5,4.74,6.047,21.044,0.151612262,6.073218959
145,887,A,1,H,5,4.68,6.047,21.288,0.12246654,6.227327786
145,887,A,1,H,5,4.8,6.048,21.022,0.210761386,5.872113518
145,887,A,1,H,5,4.92,6.049,20.884,0.299069837,5.606912795
145,887,A,1,H,5,4.86,6.049,20.965,0.25791391,5.742011464
145,887,A,1,H,5,5.04,6.05,20.763,0.365391893,5.332725616
145,887,A,1,H,5,4.98,6.05,20.897,0.340229164,5.454817513
145,887,A,1,H,5,5.1,6.051,20.804,0.382558023,5.211637106
145,887,A,1,H,5,5.16,6.052,20.925,0.395727555,5.087551981
145,887,A,1,H,5,5.22,6.052,21.037,0.396900488,4.991470243
145,887,A,1,H,5,5.34,6.053,21.06,0.351256559,4.832316925
145,887,A,1,H,5,5.28,6.053,21.089,0.367076823,4.920391891
145,887,A,1,H,5,5.4,6.054,21.037,0.339439696,4.758245345
145,887,A,1,H,5,5.46,6.055,21.008,0.330626234,4.699177151
145,887,A,1,H,5,5.51,6.055,21.075,0.324450948,4.654789575
145,887,A,1,H,5,5.57,6.056,20.987,0.318643723,4.629727589
145,887,A,1,H,5,5.63,6.056,20.989,0.312839898,4.629668989
145,887,A,1,H,5,5.69,6.057,21.236,0.307039476,4.650613775
145,887,A,1,H,5,5.75,6.058,21.32,0.298242454,4.708561947
145,887,A,1,H,5,5.81,6.058,21.486,0.289448834,4.698513505
145,887,A,1,H,5,5.87,6.059,21.766,0.277658616,4.689468449
145,887,A,1,H,5,5.93,6.059,22.118,0.292871798,4.677426779
145,887,A,1,H,5,5.99,6.06,22.488,0.315088382,4.666388495
145,887,A,1,H,5,6.05,6.061,22.778,0.344308368,4.655353597
145,887,A,1,H,5,6.11,6.061,23.127,0.379531755,4.642322085
145,887,A,1,H,5,6.17,6.062,23.497,0.421758543,4.63229396
145,887,A,1,H,5,6.23,6.062,24.023,0.470988733,4.62026922
145,887,A,1,H,5,6.29,6.063,24.39,0.495222324,4.609247867
145,887,A,1,H,5,6.35,6.064,24.74,0.515459316,4.597229899
145,887,A,1,H,5,6.41,6.064,25.126,0.53069971,4.587215318
145,887,A,1,H,5,6.47,6.065,25.353,0.538943505,4.591204122
145,887,A,1,H,5,6.53,6.065,25.603,0.540190702,4.587196313
145,887,A,1,H,5,6.59,6.066,25.84,0.5334413,4.58319189
145,887,A,1,H,5,6.65,6.067,26.048,0.517695299,4.581190852
145,887,A,1,H,5,6.71,6.067,26.174,0.492952699,4.580193201
145,887,A,1,H,5,6.77,6.068,26.307,0.489213502,4.577198936
145,887,A,1,H,5,6.83,6.068,26.361,0.485477705,4.574208057
145,887,A,1,H,5,6.89,6.069,26.357,0.48174531,4.571220564
145,887,A,1,H,5,7.01,6.07,26.233,0.475290723,4.563255736
145,887,A,1,H,5,6.95,6.07,26.328,0.479016316,4.566236457
145,887,A,1,H,5,7.13,6.071,26.155,0.469849743,4.556304453
145,887,A,1,H,5,7.07,6.071,26.188,0.472568532,4.559278401
145,887,A,1,H,5,7.19,6.072,25.972,0.466134354,4.55333389
145,887,A,1,H,5,7.31,6.073,25.858,0.460713782,4.546402923
145,887,A,1,H,5,7.25,6.073,25.886,0.463422367,4.550366713
145,887,A,1,H,5,7.43,6.074,25.805,0.454306815,4.5384855
145,887,A,1,H,5,7.37,6.074,25.836,0.457008598,4.541442518
145,887,A,1,H,5,7.49,6.075,25.734,0.451608434,4.535531867
145,887,A,1,H,5,7.55,6.076,25.762,0.447913454,4.531581621
145,887,A,1,H,5,7.61,6.076,25.78,0.445221875,4.527634761
145,887,A,1,H,5,7.73,6.077,25.567,0.439848922,4.522751198
145,887,A,1,H,5,7.67,6.077,25.707,0.442533698,4.524691286
145,887,A,1,H,5,7.79,6.078,25.505,0.437167547,4.518814496
145,887,A,1,H,5,7.85,6.079,25.514,0.434489574,4.51588118
145,887,A,1,H,5,7.91,6.079,25.567,0.430815002,4.51095125
145,887,A,1,H,5,7.97,6.08,25.692,0.428143832,4.505024706
145,887,A,1,H,5,8.03,6.08,25.916,0.425476063,4.497101548
145,887,A,1,H,5,8.09,6.081,26.182,0.421811695,4.489181776
145,887,A,1,H,5,8.15,6.082,26.437,0.419150729,4.477265391
145,887,A,1,H,5,8.21,6.082,26.716,0.415493164,4.467352391
145,887,A,1,H,5,8.27,6.083,26.97,0.412839001,4.456442777
145,887,A,1,H,5,8.33,6.083,27.199,0.409188239,4.444536549
145,887,A,1,H,5,8.39,6.084,27.443,0.406540878,4.433633708
145,887,A,1,H,5,8.45,6.085,27.609,0.402896919,4.421734252
145,887,A,1,H,5,8.51,6.085,27.715,0.399256361,4.411838183
145,887,A,1,H,5,8.57,6.086,27.756,0.396619204,4.4019455
145,887,A,1,H,5,8.63,6.086,27.832,0.413985449,4.393056202
145,887,A,1,H,5,8.69,6.087,27.959,0.421355095,4.384170291
145,887,A,1,H,5,8.75,6.088,28.101,0.420728142,4.378287766
145,887,A,1,H,5,8.81,6.088,28.226,0.412104591,4.375408627
145,887,A,1,H,5,8.87,6.089,28.347,0.396484442,4.370532874
145,887,A,1,H,5,8.93,6.089,28.47,0.375867693,4.360660507
145,887,A,1,H,5,8.99,6.09,28.584,0.350254346,4.348791526
145,887,A,1,H,5,9.05,6.091,28.674,0.319644401,4.338925931
145,887,A,1,H,5,9.11,6.091,28.79,0.286037857,4.335063722
145,887,A,1,H,5,9.17,6.092,28.876,0.249434714,4.329204899
145,887,A,1,H,5,9.23,6.092,28.956,0.210834972,4.322349462
145,887,A,1,H,5,9.29,6.093,29.059,0.171238632,4.312497412
145,887,A,1,H,5,9.41,6.094,29.091,0.091056156,4.291803468
145,887,A,1,H,5,9.35,6.094,29.105,0.130645694,4.302648747
145,887,A,1,H,5,9.53,6.095,29.041,0.014887286,4.265123069
145,887,A,1,H,5,9.47,6.095,29.054,0.051470021,4.278961576
145,887,A,1,H,5,9.59,6.096,28.907,-0.019692047,4.251287949
145,887,A,1,H,5,9.71,6.097,28.537,-0.076840509,4.232627866
145,887,A,1,H,5,9.65,6.097,28.721,-0.050267979,4.242456215
145,887,A,1,H,5,9.83,6.098,28.2,-0.111975366,4.211981328
145,887,A,1,H,5,9.77,6.098,28.406,-0.097409638,4.220802904
145,887,A,1,H,5,9.89,6.099,27.98,-0.118537692,4.205163138
145,887,A,1,H,5,10.01,6.1,27.576,-0.109652141,4.194536916
145,887,A,1,H,5,9.95,6.1,27.764,-0.119096617,4.199348334
145,887,A,1,H,5,10.13,6.101,27.49,-0.092752984,4.177924238
145,887,A,1,H,5,10.07,6.101,27.524,-0.091204263,4.184728884
145,887,A,1,H,5,10.19,6.102,27.502,-0.094298303,4.181122978
145,887,A,1,H,5,10.25,6.103,27.559,-0.094840221,4.181325104
145,887,A,1,H,5,10.31,6.103,27.661,-0.096378737,4.177530617
145,887,A,1,H,5,10.37,6.104,27.874,-0.096913853,4.172739515
145,887,A,1,H,5,10.43,6.104,28.155,-0.097445567,4.166951799
145,887,A,1,H,5,10.49,6.105,28.477,-0.098973879,4.16816747
145,887,A,1,H,5,10.55,6.106,28.906,-0.09949879,4.164386526
145,887,A,1,H,5,10.61,6.106,29.349,-0.1210203,4.158608969
145,887,A,1,H,5,10.67,6.107,29.743,-0.130538408,4.157834798
145,887,A,1,H,5,10.73,6.107,30.066,-0.130053115,4.160064012
145,887,A,1,H,5,10.79,6.108,30.226,-0.121564421,4.167296613
145,887,A,1,H,5,10.85,6.109,30.319,-0.105072325,4.1765326
145,887,A,1,H,5,10.91,6.109,30.407,-0.081576828,4.188771973
145,887,A,1,H,5,10.97,6.11,30.447,-0.033077929,4.203014732
145,887,A,1,H,5,11.03,6.11,30.453,-0.008575629,4.220260877
145,887,A,1,H,5,11.09,6.111,30.437,0.019930072,4.239510408
145,887,A,1,H,5,11.15,6.111,30.473,0.053439175,4.257763325
145,887,A,1,H,5,11.21,6.112,30.527,0.088951679,4.274019628
145,887,A,1,H,5,11.33,6.113,30.383,0.162986891,4.307542392
145,887,A,1,H,5,11.27,6.113,30.467,0.125467584,4.292279317
145,887,A,1,H,5,11.45,6.114,30.04,0.237035709,4.332078701
145,887,A,1,H,5,11.39,6.114,30.23,0.200509599,4.320808854
145,887,A,1,H,5,11.51,6.115,29.881,0.27156522,4.339351935
145,887,A,1,H,5,11.63,6.116,29.418,0.330634446,4.36390856
145,887,A,1,H,5,11.57,6.116,29.621,0.303098132,4.351628554
145,887,A,1,H,5,11.75,6.117,29.205,0.369717278,4.360478729
145,887,A,1,H,5,11.69,6.117,29.287,0.353174161,4.364191951
145,887,A,1,H,5,11.81,6.118,29.183,0.380263795,4.351768893
145,887,A,1,H,5,11.87,6.119,29.259,0.383813715,4.338062442
145,887,A,1,H,5,11.93,6.119,29.337,0.380367035,4.323359378
145,887,A,1,H,5,11.99,6.12,29.483,0.368923757,4.3056597
145,887,A,1,H,5,12.05,6.12,29.49,0.350483881,4.295963408
145,887,A,1,H,5,12.11,6.121,29.405,0.354047405,4.287270502
145,887,A,1,H,5,12.23,6.122,29.231,0.364184659,4.270894848
145,887,A,1,H,5,12.17,6.122,29.359,0.358614332,4.278580982
145,887,A,1,H,5,12.35,6.123,29.042,0.377335518,4.255532739
145,887,A,1,H,5,12.29,6.123,29.103,0.370758388,4.263212101
145,887,A,1,H,5,12.41,6.124,29.058,0.38491605,4.247856763
145,887,A,1,H,5,12.47,6.125,29.112,0.364499983,4.240184174
145,887,A,1,H,5,12.53,6.125,29.14,0.363087317,4.23351497
145,887,A,1,H,5,12.59,6.126,29.257,0.362678053,4.227849152
145,887,A,1,H,5,12.65,6.126,29.376,0.36227219,4.222186721
145,887,A,1,H,5,12.71,6.127,29.382,0.361869729,4.217527676
145,887,A,1,H,5,12.83,6.128,29.336,0.36407501,4.213219743
145,887,A,1,H,5,12.77,6.128,29.364,0.362470669,4.214872016
145,887,A,1,H,5,12.95,6.129,29.227,0.363293897,4.211925355
145,887,A,1,H,5,12.89,6.129,29.301,0.363682753,4.212570856
145,887,A,1,H,5,13.01,6.13,29.181,0.361908442,4.209283239
145,887,A,1,H,5,13.07,6.131,29.176,0.359526389,4.20464451
145,887,A,1,H,5,13.13,6.131,29.179,0.356147737,4.197009167
145,887,A,1,H,5,13.19,6.132,29.174,0.350772487,4.18737721
145,887,A,1,H,5,13.25,6.132,29.246,0.344400638,4.17574864
145,887,A,1,H,5,13.31,6.133,29.426,0.33703219,4.159123455
145,887,A,1,H,5,13.37,6.134,29.504,0.329667144,4.141501656
145,887,A,1,H,5,13.43,6.134,29.616,0.321305499,4.121883243
145,887,A,1,H,5,13.49,6.135,29.644,0.311947255,4.102268217
145,887,A,1,H,5,13.55,6.135,29.709,0.303592413,4.082656576
145,887,A,1,H,5,13.61,6.136,29.761,0.294240973,4.061048321
145,887,A,1,H,5,13.73,6.137,29.552,0.277548295,4.020841971
145,887,A,1,H,5,13.67,6.137,29.655,0.285892933,4.041443453
145,887,A,1,H,5,13.85,6.138,29.437,0.261869223,3.978649164
145,887,A,1,H,5,13.79,6.138,29.483,0.269207058,3.999243874
145,887,A,1,H,5,13.91,6.139,29.395,0.255534789,3.95905784
145,887,A,1,H,5,14.03,6.14,29.333,0.246876126,3.923885349
145,887,A,1,H,5,13.97,6.14,29.35,0.251203757,3.940469901
145,887,A,1,H,5,14.15,6.141,29.003,0.243231068,3.899726403
145,887,A,1,H,5,14.09,6.141,29.215,0.244551896,3.910304183
145,887,A,1,H,5,14.21,6.142,28.786,0.241913641,3.891152009
145,887,A,1,H,5,14.33,6.143,28.248,0.241288991,3.878013379
145,887,A,1,H,5,14.27,6.143,28.523,0.241599615,3.883581001
145,887,A,1,H,5,14.45,6.144,27.751,0.287677946,3.730888294
145,887,A,1,H,5,14.39,6.144,27.977,0.271981768,3.784449144
145,887,A,1,H,5,14.51,6.145,27.487,0.290377526,3.71233083
145,887,A,1,H,5,14.63,6.146,27.203,0.26178689,3.764226061
145,887,A,1,H,5,14.57,6.146,27.294,0.281080508,3.724776753
145,887,A,1,H,5,14.75,6.147,27.144,0.19820986,3.915134836
145,887,A,1,H,5,14.69,6.147,27.179,0.233496674,3.828678756
145,887,A,1,H,5,14.81,6.148,27.038,0.154926447,4.023594303
145,887,A,1,H,5,14.93,6.149,26.839,-0.073630176,4.188523394
145,887,A,1,H,5,14.87,6.149,26.954,0.025646435,4.084057155
145,887,A,1,H,5,15.05,6.15,26.625,-0.141173192,4.48246603
145,887,A,1,H,5,14.99,6.15,26.736,-0.134903385,4.321993019
145,887,A,1,H,5,15.11,6.151,26.555,-0.131439599,4.670942427
145,887,A,1,H,5,15.17,6.152,26.553,-0.123702604,4.88242221
145,887,A,1,H,5,15.23,6.152,26.627,-0.101962207,5.108905379
145,887,A,1,H,5,15.29,6.153,26.791,-0.052218409,5.332391934
145,887,A,1,H,5,15.35,6.153,26.923,-0.06547121,5.495881875
145,887,A,1,H,5,15.41,6.154,27.056,-0.025720609,5.678375202
145,887,A,1,H,5,15.47,6.155,27.128,0.044033392,5.875871915
145,887,A,1,H,5,15.53,6.155,27.17,0.139790796,6.081372015
145,887,A,1,H,5,15.59,6.156,27.283,0.258551601,6.2838755
145,887,A,1,H,5,15.65,6.156,27.371,0.394315807,6.476382371
145,887,A,1,H,5,15.71,6.157,27.506,0.541083414,6.649892629
145,887,A,1,H,5,15.77,6.158,27.762,0.700854423,6.806406272
145,887,A,1,H,5,15.83,6.158,28.013,0.840628833,6.869923302
145,887,A,1,H,5,15.89,6.159,28.196,0.969406645,7.044443718
145,887,A,1,H,5,15.95,6.159,28.44,1.104187858,7.219967519
145,887,A,1,H,5,16.01,6.16,28.601,1.242972472,7.400494707
145,887,A,1,H,5,16.07,6.161,28.714,1.379760488,7.580025281
145,887,A,1,H,5,16.13,6.161,28.912,1.505551905,7.750559241
145,887,A,1,H,5,16.19,6.162,29.026,1.617346724,7.906096587
145,887,A,1,H,5,16.25,6.162,29.075,1.711144944,8.038637319
145,887,A,1,H,5,16.31,6.163,29.122,1.823946565,8.169181437
145,887,A,1,H,5,16.37,6.164,29.2,2.002751588,8.339728941
145,887,A,1,H,5,16.43,6.164,29.233,2.173560012,8.483279831
145,887,A,1,H,5,16.49,6.165,29.211,2.318371837,8.602834107
145,887,A,1,H,5,16.54,6.165,29.284,2.403717623,8.705965257
145,887,A,1,H,5,16.6,6.166,29.199,2.446535684,8.775525741
145,887,A,1,H,5,16.72,6.167,28.943,2.457182011,8.796656868
145,887,A,1,H,5,16.66,6.167,29.106,2.466357147,8.805089611
145,887,A,1,H,5,16.84,6.168,28.686,2.352841943,8.691801538
145,887,A,1,H,5,16.78,6.168,28.783,2.368010276,8.71222751
145,887,A,1,H,5,16.9,6.169,28.403,2.317677011,8.675378952
145,887,A,1,H,5,17.02,6.17,27.741,2.218357352,8.668543939
145,887,A,1,H,5,16.96,6.17,28.029,2.273515481,8.668959753
145,887,A,1,H,5,17.14,6.171,27.129,2.072051298,8.65872247
145,887,A,1,H,5,17.08,6.171,27.405,2.159202624,8.668131511
145,887,A,1,H,5,17.2,6.172,26.914,1.996903373,8.648316815
145,887,A,1,H,5,17.32,6.173,26.218,1.981617727,8.630515662
145,887,A,1,H,5,17.26,6.173,26.58,1.967758849,8.605914545
145,887,A,1,H,5,17.44,6.174,25.647,2.020345687,8.708728053
145,887,A,1,H,5,17.38,6.174,26.014,1.995480006,8.658120165
145,887,A,1,H,5,17.5,6.175,25.34,2.054214769,8.770339328
145,887,A,1,H,5,17.62,6.176,24.869,2.149963137,8.917572036
145,887,A,1,H,5,17.56,6.176,25.144,2.095087252,8.838953989
145,887,A,1,H,5,17.74,6.177,24.482,2.32972511,9.092818288
145,887,A,1,H,5,17.68,6.177,24.603,2.216842423,8.999193469
145,887,A,1,H,5,17.8,6.178,24.398,2.346611199,9.187446494
145,887,A,1,H,5,17.92,6.179,23.498,2.363393581,9.326713062
145,887,A,1,H,5,17.86,6.179,23.926,2.35450069,9.283078085
145,887,A,1,H,5,18.04,6.18,22.754,2.297189569,9.267993175
145,887,A,1,H,5,17.98,6.18,23.117,2.356289874,9.305351425
145,887,A,1,H,5,18.1,6.181,22.648,2.221092664,9.22563831
145,887,A,1,H,5,18.22,6.182,21.828,2.06490906,8.973938739
145,887,A,1,H,5,18.16,6.182,22.241,2.132999161,9.226286832
145,887,A,1,H,5,18.34,6.183,21.033,1.942739061,8.835252712
145,887,A,1,H,5,18.28,6.183,21.437,2.01182236,8.865594033
145,887,A,1,H,5,18.4,6.184,20.693,1.849659164,8.867914778
145,887,A,1,H,5,18.52,6.185,20.346,1.676509573,8.964249068
145,887,A,1,H,5,18.46,6.185,20.556,1.741582668,8.92058023
145,887,A,1,H,5,18.58,6.186,20.257,1.62543988,9.023921292
145,887,A,1,H,5,18.64,6.186,20.322,1.638373588,9.141596902
145,887,A,1,H,5,18.7,6.187,20.42,1.722310698,9.299275898
145,887,A,1,H,5,18.76,6.188,20.478,1.769251208,9.51695828
145,887,A,1,H,5,18.82,6.188,20.683,1.810195121,9.767644048
145,887,A,1,H,5,18.88,6.189,20.797,1.811142434,10.0593332
145,887,A,1,H,5,18.94,6.189,20.948,1.831093149,10.35402574
145,887,A,1,H,5,19,6.19,21.171,1.860047266,10.66972167
145,887,A,1,H,5,19.06,6.191,21.442,1.903004784,10.99142098
145,887,A,1,H,5,19.12,6.191,21.704,1.968965703,11.31612368
145,887,A,1,H,5,19.24,6.192,21.828,2.012897745,11.95853923
145,887,A,1,H,5,19.18,6.192,21.906,2.006930023,11.63782976
145,887,A,1,H,5,19.3,6.193,21.576,2.060868869,12.20125209
145,887,A,1,H,5,19.36,6.194,21.579,2.118843393,12.35596833
145,887,A,1,H,5,19.42,6.194,21.626,2.155821319,12.46468796
145,887,A,1,H,5,19.48,6.195,21.746,2.180802647,12.55141098
145,887,A,1,H,5,19.54,6.195,21.781,2.234787376,12.59213738
145,887,A,1,H,5,19.6,6.196,21.497,2.297775506,12.57486716
145,887,A,1,H,5,19.66,6.197,21.517,2.292767038,12.39660034
145,887,A,1,H,5,19.72,6.197,21.567,2.29676197,12.4423369
145,887,A,1,H,5,19.78,6.198,21.663,2.320760305,12.44707684
145,887,A,1,H,5,19.84,6.198,21.81,2.356762041,12.41482017
145,887,A,1,H,5,19.9,6.199,21.891,2.440767178,12.35856689
