Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),L*,a*,b*
145,887,C,1,H,3,18.3,3.183,32.831,-0.702604182,4.65474298
145,887,C,1,H,3,18.42,3.184,32.798,-0.692475413,4.64233855
145,887,C,1,H,3,18.36,3.184,32.814,-0.696540312,4.648540394
145,887,C,1,H,3,18.48,3.185,32.854,-0.688409486,4.634137446
145,887,C,1,H,3,18.53,3.185,32.956,-0.686187095,4.625137093
145,887,C,1,H,3,18.59,3.186,33.1,-0.683119282,4.614937347
145,887,C,1,H,3,18.65,3.187,33.238,-0.681050442,4.604738343
145,887,C,1,H,3,18.71,3.187,33.383,-0.679980573,4.594540079
145,887,C,1,H,3,18.77,3.188,33.552,-0.679909676,4.583342557
145,887,C,1,H,3,18.83,3.188,33.727,-0.67883775,4.572145775
145,887,C,1,H,3,18.89,3.189,33.938,-0.678764796,4.561949734
145,887,C,1,H,3,18.94,3.189,34.115,-0.679536549,4.5509536
145,887,C,1,H,3,19,3.19,34.214,-0.67946171,4.541758917
145,887,C,1,H,3,19.06,3.191,34.272,-0.679385843,4.533564975
145,887,C,1,H,3,19.12,3.191,34.29,-0.679308947,4.525371775
145,887,C,1,H,3,19.24,3.192,34.252,-0.677152071,4.513987596
145,887,C,1,H,3,19.18,3.192,34.311,-0.678231023,4.518179315
145,887,C,1,H,3,19.29,3.193,34.119,-0.674918825,4.510995063
145,887,C,1,H,3,19.41,3.194,33.885,-0.669756122,4.507615083
145,887,C,1,H,3,19.35,3.194,33.995,-0.671837987,4.508804702
145,887,C,1,H,3,19.53,3.195,33.558,-0.664589305,4.503238066
145,887,C,1,H,3,19.47,3.195,33.739,-0.666673227,4.505426204
145,887,C,1,H,3,19.65,3.196,33.254,-0.660418375,4.498864013
145,887,C,1,H,3,19.59,3.196,33.402,-0.662504354,4.501050669
145,887,C,1,H,3,19.7,3.197,33.076,-0.659179274,4.496875698
145,887,C,1,H,3,19.82,3.198,32.765,-0.657002517,4.492505844
145,887,C,1,H,3,19.76,3.198,32.888,-0.658091409,4.495690401
145,887,C,1,H,3,19.94,3.199,32.68,-0.652821647,4.485138952
145,887,C,1,H,3,19.88,3.199,32.703,-0.654912596,4.489322028
145,887,C,1,H,3,20,3.2,32.731,-0.650729669,4.480956618
145,887,C,1,H,3,20.05,3.201,32.82,-0.648485569,4.476971906
145,887,C,1,H,3,20.11,3.201,32.925,-0.646391706,4.47079093
145,887,C,1,H,3,20.17,3.202,33.061,-0.643296815,4.464610694
145,887,C,1,H,3,20.23,3.202,33.176,-0.641200896,4.4594312
145,887,C,1,H,3,20.29,3.203,33.33,-0.638103948,4.453252447
145,887,C,1,H,3,20.35,3.203,33.52,-0.635005972,4.446074435
145,887,C,1,H,3,20.41,3.204,33.712,-0.631906968,4.439897163
145,887,C,1,H,3,20.46,3.205,33.89,-0.629657012,4.43291667
145,887,C,1,H,3,20.52,3.205,34.02,-0.626556122,4.426740756
145,887,C,1,H,3,20.58,3.206,34.12,-0.623454205,4.420565584
145,887,C,1,H,3,20.64,3.206,34.203,-0.620351258,4.414391153
145,887,C,1,H,3,20.7,3.207,34.279,-0.616247284,4.409217462
145,887,C,1,H,3,20.76,3.208,34.321,-0.612142281,4.404044513
145,887,C,1,H,3,20.81,3.208,34.336,-0.607887327,4.398067621
145,887,C,1,H,3,20.87,3.209,34.347,-0.602780439,4.391896029
145,887,C,1,H,3,20.93,3.209,34.356,-0.597672522,4.385725179
145,887,C,1,H,3,21.05,3.21,34.242,-0.586453605,4.373385701
145,887,C,1,H,3,20.99,3.21,34.339,-0.592563578,4.379555069
145,887,C,1,H,3,21.11,3.211,34.114,-0.580342603,4.368217073
145,887,C,1,H,3,21.22,3.212,34.025,-0.568969764,4.357076513
145,887,C,1,H,3,21.17,3.212,34.045,-0.575230574,4.362049186
145,887,C,1,H,3,21.34,3.213,33.996,-0.556740906,4.348744197
145,887,C,1,H,3,21.28,3.213,34,-0.562855849,4.352909985
145,887,C,1,H,3,21.4,3.214,34.131,-0.551624934,4.34457915
145,887,C,1,H,3,21.46,3.215,34.304,-0.546507935,4.341414844
145,887,C,1,H,3,21.52,3.215,34.461,-0.541389907,4.337251279
145,887,C,1,H,3,21.57,3.216,34.629,-0.536124098,4.334282208
145,887,C,1,H,3,21.63,3.216,34.712,-0.512004185,4.248120001
145,887,C,1,H,3,21.69,3.217,34.835,-0.496883243,4.196958535
145,887,C,1,H,3,21.75,3.218,34.963,-0.491761273,4.180797811
145,887,C,1,H,3,21.81,3.218,35.089,-0.493638275,4.196637827
145,887,C,1,H,3,21.87,3.219,35.126,-0.521514248,4.256478584
145,887,C,1,H,3,21.93,3.219,35.185,-0.547389194,4.354320081
145,887,C,1,H,3,21.98,3.22,35.24,-0.570117529,4.449355229
145,887,C,1,H,3,22.04,3.22,35.256,-0.589990589,4.563198085
145,887,C,1,H,3,22.1,3.221,35.312,-0.606862621,4.639041682
145,887,C,1,H,3,22.22,3.222,35.305,-0.631603599,4.827731099
145,887,C,1,H,3,22.16,3.222,35.314,-0.620733624,4.72688602
145,887,C,1,H,3,22.33,3.223,35.255,-0.643195883,5.050615668
145,887,C,1,H,3,22.28,3.223,35.27,-0.638472546,4.933576919
145,887,C,1,H,3,22.39,3.224,35.231,-0.645062944,5.169462846
145,887,C,1,H,3,22.45,3.225,35.296,-0.642928977,5.283310765
145,887,C,1,H,3,22.51,3.225,35.446,-0.638793982,5.393159424
145,887,C,1,H,3,22.57,3.226,35.499,-0.630657959,5.507008825
145,887,C,1,H,3,22.63,3.226,35.561,-0.619520907,5.607858967
145,887,C,1,H,3,22.69,3.227,35.587,-0.605382827,5.692709849
145,887,C,1,H,3,22.74,3.227,35.59,-0.588100308,5.760752817
145,887,C,1,H,3,22.8,3.228,35.666,-0.566960343,5.804605058
145,887,C,1,H,3,22.86,3.229,35.739,-0.542819349,5.82645804
145,887,C,1,H,3,22.92,3.229,35.773,-0.515677327,5.820311762
145,887,C,1,H,3,22.98,3.23,35.809,-0.483534277,5.784166226
145,887,C,1,H,3,23.04,3.23,35.852,-0.448390199,5.73802143
145,887,C,1,H,3,23.09,3.231,35.943,-0.438102681,5.768068
145,887,C,1,H,3,23.15,3.232,36.101,-0.435956717,5.842924562
145,887,C,1,H,3,23.21,3.232,36.209,-0.441809725,5.891781866
145,887,C,1,H,3,23.27,3.233,36.273,-0.456661705,5.91663991
145,887,C,1,H,3,23.33,3.233,36.426,-0.452512656,5.896498696
145,887,C,1,H,3,23.39,3.234,36.595,-0.449362579,5.769358222
145,887,C,1,H,3,23.45,3.234,36.75,-0.447211474,5.641218489
145,887,C,1,H,3,23.5,3.235,37.02,-0.445918101,5.533269278
145,887,C,1,H,3,23.56,3.236,37.167,-0.44676511,5.444130903
145,887,C,1,H,3,23.62,3.236,37.358,-0.447611091,5.34199327
145,887,C,1,H,3,23.68,3.237,37.593,-0.449456044,5.226856377
145,887,C,1,H,3,23.74,3.237,37.878,-0.452299969,5.107720225
145,887,C,1,H,3,23.8,3.238,38.18,-0.455142865,4.977584814
145,887,C,1,H,3,23.85,3.239,38.458,-0.458844493,4.797639204
145,887,C,1,H,3,23.91,3.239,38.6,-0.463685504,4.645505151
145,887,C,1,H,3,23.97,3.24,38.544,-0.548525487,4.48937184
145,887,C,1,H,3,24.03,3.24,38.55,-0.598364441,4.361239269
145,887,C,1,H,3,24.15,3.241,38.332,-0.597039265,4.21797635
145,887,C,1,H,3,24.09,3.241,38.433,-0.613202367,4.271107439
145,887,C,1,H,3,24.21,3.242,38.33,-0.598875135,4.208846002
145,887,C,1,H,3,24.32,3.243,38.324,-0.469404891,4.303775621
145,887,C,1,H,3,24.26,3.243,38.345,-0.554570907,4.237904611
145,887,C,1,H,3,24.38,3.244,38.328,-0.351237847,4.404647372
145,887,C,1,H,3,24.44,3.244,38.336,-0.201069775,4.536519864
145,887,C,1,H,3,24.5,3.245,38.278,-0.025900674,4.672393096
145,887,C,1,H,3,24.56,3.246,38.206,0.170269455,4.83226707
145,887,C,1,H,3,24.61,3.246,38.233,0.379578681,4.940329281
145,887,C,1,H,3,24.67,3.247,38.418,0.597750695,5.039204613
145,887,C,1,H,3,24.73,3.247,38.676,0.822923738,5.128080686
145,887,C,1,H,3,24.79,3.248,38.81,1.051097809,5.2099575
145,887,C,1,H,3,24.85,3.248,38.891,1.276272908,5.349835054
145,887,C,1,H,3,24.91,3.249,38.918,1.538449035,5.43171335
145,887,C,1,H,3,25.02,3.25,38.858,1.949941273,5.608658816
145,887,C,1,H,3,24.97,3.25,38.878,1.764626191,5.483592386
145,887,C,1,H,3,25.08,3.251,38.917,2.052120314,5.704539211
145,887,C,1,H,3,25.14,3.251,38.995,2.167300383,5.763420346
145,887,C,1,H,3,25.2,3.252,39.03,2.232481481,5.787302223
145,887,C,1,H,3,25.32,3.253,39.012,2.198846761,5.758068199
145,887,C,1,H,3,25.26,3.253,39.029,2.244663607,5.77218484
145,887,C,1,H,3,25.38,3.254,39.012,2.047030944,5.773952298
145,887,C,1,H,3,25.43,3.254,39.013,1.972351881,5.814022947
145,887,C,1,H,3,25.49,3.255,38.991,1.896537949,5.774908404
145,887,C,1,H,3,25.55,3.256,39.093,1.811725045,5.762794603
145,887,C,1,H,3,25.61,3.256,39.179,1.75991317,5.764681542
145,887,C,1,H,3,25.73,3.257,39.167,1.723292503,5.824457643
145,887,C,1,H,3,25.67,3.257,39.193,1.746102322,5.784569222
145,887,C,1,H,3,25.84,3.258,39.185,1.624810506,6.011421673
145,887,C,1,H,3,25.78,3.258,39.23,1.69161844,5.875531894
145,887,C,1,H,3,25.9,3.259,39.189,1.5760036,6.127312193
145,887,C,1,H,3,25.96,3.26,39.226,1.547197723,6.215203455
145,887,C,1,H,3,26.02,3.26,39.319,1.540392874,6.276095457
145,887,C,1,H,3,26.14,3.261,39.022,1.596786262,6.330881684
145,887,C,1,H,3,26.08,3.261,39.229,1.556589054,6.3139882
145,887,C,1,H,3,26.19,3.262,38.839,1.657118054,6.324960153
145,887,C,1,H,3,26.31,3.263,38.335,1.838517268,6.245750578
145,887,C,1,H,3,26.25,3.263,38.679,1.740317147,6.294854995
145,887,C,1,H,3,26.43,3.264,37.705,1.937920596,6.309543967
145,887,C,1,H,3,26.37,3.264,37.988,1.888718418,6.272646902
145,887,C,1,H,3,26.54,3.265,37.505,2.077460592,6.186523844
145,887,C,1,H,3,26.49,3.265,37.558,1.982123802,6.258441773
145,887,C,1,H,3,26.6,3.266,37.488,2.122665684,6.097423008
145,887,C,1,H,3,26.66,3.267,37.558,2.156871804,5.993322913
145,887,C,1,H,3,26.72,3.267,37.703,2.176078952,5.873223558
145,887,C,1,H,3,26.78,3.268,37.857,2.180287128,5.779124945
145,887,C,1,H,3,26.84,3.268,38.063,2.236496333,5.633027073
145,887,C,1,H,3,26.9,3.269,38.332,2.297706566,5.466929941
145,887,C,1,H,3,26.95,3.27,38.713,2.360049212,5.392016231
145,887,C,1,H,3,27.01,3.27,39.092,2.427261331,5.298920458
145,887,C,1,H,3,27.07,3.271,39.384,2.436474477,5.258825426
145,887,C,1,H,3,27.13,3.271,39.644,2.423688652,5.308731135
145,887,C,1,H,3,27.19,3.272,39.985,2.393903855,5.381637584
145,887,C,1,H,3,27.25,3.272,40.268,2.351120087,5.490544775
145,887,C,1,H,3,27.3,3.273,40.515,2.345467732,5.522634666
145,887,C,1,H,3,27.36,3.274,40.787,2.339685848,5.549543215
145,887,C,1,H,3,27.42,3.274,40.892,2.334904993,5.575452504
145,887,C,1,H,3,27.48,3.275,40.97,2.330125167,5.597362535
145,887,C,1,H,3,27.54,3.275,41.195,2.323346368,5.614273306
145,887,C,1,H,3,27.6,3.276,41.216,2.319568598,5.631184819
145,887,C,1,H,3,27.71,3.277,40.738,2.329145357,5.556191182
145,887,C,1,H,3,27.66,3.277,40.973,2.319791857,5.649097072
145,887,C,1,H,3,27.83,3.278,40.487,2.341596673,5.496019146
145,887,C,1,H,3,27.77,3.278,40.558,2.339370501,5.506104794
145,887,C,1,H,3,27.95,3.279,40.354,2.371052101,5.579850074
145,887,C,1,H,3,27.89,3.279,40.391,2.340823873,5.521934239
145,887,C,1,H,3,28.01,3.28,40.261,2.382281358,5.661766649
145,887,C,1,H,3,28.12,3.281,40.231,2.349870999,5.903782294
145,887,C,1,H,3,28.06,3.281,40.259,2.374639857,5.781864361
145,887,C,1,H,3,28.18,3.282,40.249,2.32210317,6.025700968
145,887,C,1,H,3,28.24,3.282,40.274,2.283336368,6.161620383
145,887,C,1,H,3,28.3,3.283,40.241,2.234570595,6.30254054
145,887,C,1,H,3,28.42,3.284,40.341,2.064042134,6.607383074
145,887,C,1,H,3,28.36,3.284,40.381,2.17580585,6.451461437
145,887,C,1,H,3,28.53,3.285,40.041,1.878644658,7.042408001
145,887,C,1,H,3,28.47,3.285,40.169,1.965406489,6.816485005
145,887,C,1,H,3,28.65,3.286,39.771,1.74612408,7.408256217
145,887,C,1,H,3,28.59,3.286,39.879,1.805883855,7.218331739
145,887,C,1,H,3,28.71,3.287,39.68,1.699365334,7.563181435
145,887,C,1,H,3,28.82,3.288,39.377,1.654976969,7.764212928
145,887,C,1,H,3,28.77,3.288,39.65,1.667607616,7.682107395
145,887,C,1,H,3,28.94,3.289,39.059,1.670466332,7.806068305
145,887,C,1,H,3,28.88,3.289,39.188,1.656221137,7.806140246
145,887,C,1,H,3,29,3.29,38.81,1.703712556,7.758997104
145,887,C,1,H,3,29.06,3.291,38.728,1.750959808,7.662926645
145,887,C,1,H,3,29.12,3.291,38.753,1.810208089,7.585856927
145,887,C,1,H,3,29.18,3.292,38.743,1.867457397,7.585787949
145,887,C,1,H,3,29.23,3.292,38.822,1.934832607,7.550897701
145,887,C,1,H,3,29.29,3.293,38.904,2.015083801,7.488830082
145,887,C,1,H,3,29.35,3.294,39.038,2.106336023,7.399763203
145,887,C,1,H,3,29.41,3.294,39.303,2.153589274,7.284697066
145,887,C,1,H,3,29.47,3.295,39.75,2.191843552,7.15263167
145,887,C,1,H,3,29.53,3.295,40.102,2.22509886,6.982567014
145,887,C,1,H,3,29.58,3.296,40.491,2.256479068,6.807680367
145,887,C,1,H,3,29.64,3.296,40.82,2.26573626,6.63661707
145,887,C,1,H,3,29.7,3.297,41.213,2.257994481,6.463554513
145,887,C,1,H,3,29.76,3.298,41.609,2.23025373,6.297492698
145,887,C,1,H,3,29.82,3.298,41.753,2.183514007,6.142431623
145,887,C,1,H,3,29.88,3.299,41.916,2.180775313,5.99537129
145,887,C,1,H,3,29.94,3.299,42.127,2.178037647,5.863311697
145,887,C,1,H,3,29.99,3.3,42.294,2.176423711,5.749429269
145,887,C,1,H,3,30.05,3.301,42.542,2.17468793,5.657371034
145,887,C,1,H,3,30.11,3.301,42.689,2.173953178,5.550313541
145,887,C,1,H,3,30.23,3.302,42.68,2.177486758,5.389200776
145,887,C,1,H,3,30.17,3.302,42.735,2.175219454,5.459256788
145,887,C,1,H,3,30.29,3.303,42.694,2.17775509,5.343145505
145,887,C,1,H,3,30.34,3.303,42.746,2.176146153,5.321266679
145,887,C,1,H,3,30.4,3.304,42.731,2.17641637,5.327212766
145,887,C,1,H,3,30.46,3.305,42.664,2.175687616,5.366159594
145,887,C,1,H,3,30.52,3.305,42.673,2.217959891,5.366107164
145,887,C,1,H,3,30.64,3.306,42.672,2.221507524,5.354004525
145,887,C,1,H,3,30.58,3.306,42.685,2.198233193,5.399055474
145,887,C,1,H,3,30.7,3.307,42.613,2.225782883,5.341954316
145,887,C,1,H,3,30.81,3.308,42.444,2.184457046,5.403030859
145,887,C,1,H,3,30.75,3.308,42.484,2.214179802,5.359079709
145,887,C,1,H,3,30.93,3.309,42.199,2.04701462,5.627935382
145,887,C,1,H,3,30.87,3.309,42.368,2.099735319,5.53998275
145,887,C,1,H,3,31.05,3.31,41.948,1.899576307,5.876842869
145,887,C,1,H,3,30.99,3.31,42.035,1.969294949,5.760888755
145,887,C,1,H,3,31.1,3.311,41.729,1.841978224,5.978971863
145,887,C,1,H,3,31.22,3.312,41.336,1.758545738,6.130883548
145,887,C,1,H,3,31.16,3.312,41.54,1.795261467,6.062927335
145,887,C,1,H,3,31.34,3.313,40.941,1.718117365,6.215798196
145,887,C,1,H,3,31.28,3.313,41.155,1.732831038,6.181840502
145,887,C,1,H,3,31.4,3.314,40.861,1.712404722,6.231756632
145,887,C,1,H,3,31.51,3.315,40.741,1.733100879,6.211849022
145,887,C,1,H,3,31.46,3.315,40.764,1.718693106,6.230715809
145,887,C,1,H,3,31.57,3.316,40.784,1.757391148,6.175809556
145,887,C,1,H,3,31.63,3.316,40.826,1.792682446,6.120770832
145,887,C,1,H,3,31.69,3.317,40.949,1.838974773,6.048732849
145,887,C,1,H,3,31.75,3.317,41.129,1.893268127,5.957695606
145,887,C,1,H,3,31.81,3.318,41.336,1.95856251,5.848659105
145,887,C,1,H,3,31.86,3.319,41.554,2.033975281,5.722795919
145,887,C,1,H,3,31.92,3.319,41.846,2.11827155,5.578760776
145,887,C,1,H,3,31.98,3.32,42.057,2.142568846,5.527726374
145,887,C,1,H,3,32.04,3.32,42.248,2.216867171,5.394692712
145,887,C,1,H,3,32.1,3.321,42.438,2.234166524,5.358659791
145,887,C,1,H,3,32.16,3.322,42.599,2.234466905,5.348627612
145,887,C,1,H,3,32.22,3.322,42.795,2.217768315,5.369596173
145,887,C,1,H,3,32.27,3.323,42.92,2.182186942,5.424737207
145,887,C,1,H,3,32.33,3.323,42.981,2.190490237,5.408707126
145,887,C,1,H,3,32.39,3.324,43.027,2.16579456,5.449677786
145,887,C,1,H,3,32.45,3.324,43.081,2.164099912,5.449649188
145,887,C,1,H,3,32.51,3.325,43.03,2.163406292,5.45062133
145,887,C,1,H,3,32.62,3.326,42.922,2.162137325,5.452738848
145,887,C,1,H,3,32.57,3.326,43.02,2.1627137,5.450594213
145,887,C,1,H,3,32.74,3.327,42.779,2.160756941,5.456688072
145,887,C,1,H,3,32.68,3.327,42.845,2.161446619,5.454713089
145,887,C,1,H,3,32.8,3.328,42.877,2.159068291,5.455663795
145,887,C,1,H,3,32.86,3.329,42.887,2.160380669,5.352640259
145,887,C,1,H,3,32.92,3.329,42.895,2.158694076,5.295617464
145,887,C,1,H,3,32.98,3.33,42.87,2.15600851,5.28359541
145,887,C,1,H,3,33.03,3.33,42.87,2.154437992,5.307744264
145,887,C,1,H,3,33.09,3.331,42.854,2.151754312,5.366723568
145,887,C,1,H,3,33.15,3.332,42.851,2.14807166,5.456703613
145,887,C,1,H,3,33.21,3.332,42.857,2.145390037,5.586684399
145,887,C,1,H,3,33.33,3.333,42.757,2.183029876,5.914648193
145,887,C,1,H,3,33.27,3.333,42.823,2.142709442,5.733665926
145,887,C,1,H,3,33.44,3.334,42.603,2.209786674,6.281784275
145,887,C,1,H,3,33.39,3.334,42.657,2.205351337,6.099631202
145,887,C,1,H,3,33.5,3.335,42.592,2.197110021,6.458768642
145,887,C,1,H,3,33.62,3.336,42.519,2.1247598,6.793739599
145,887,C,1,H,3,33.56,3.336,42.547,2.168434397,6.63075375
145,887,C,1,H,3,33.74,3.337,42.287,2.008413692,7.079713519
145,887,C,1,H,3,33.68,3.337,42.398,2.072086232,6.945726188
145,887,C,1,H,3,33.79,3.338,42.163,1.896854028,7.197870193
145,887,C,1,H,3,33.91,3.339,42.028,1.710513747,7.359848312
145,887,C,1,H,3,33.85,3.339,42.081,1.796183373,7.291858882
145,887,C,1,H,3,33.97,3.34,41.987,1.639845149,7.400838483
145,887,C,1,H,3,34.03,3.34,42,1.577177579,7.355829394
145,887,C,1,H,3,34.09,3.341,42.048,1.525511038,7.302821046
145,887,C,1,H,3,34.15,3.341,42.096,1.517845525,7.28081344
145,887,C,1,H,3,34.2,3.342,42.169,1.476291716,7.221974333
145,887,C,1,H,3,34.32,3.343,42.106,1.477965489,7.118962577
145,887,C,1,H,3,34.26,3.343,42.14,1.479628089,7.117968085
145,887,C,1,H,3,34.38,3.344,42.125,1.477303918,7.122957811
145,887,C,1,H,3,34.44,3.344,42.15,1.479643375,7.127953785
145,887,C,1,H,3,34.5,3.345,42.197,1.48498386,7.1389505
145,887,C,1,H,3,34.55,3.346,42.25,1.49543505,7.159114996
145,887,C,1,H,3,34.61,3.346,42.271,1.514777421,7.185113069
145,887,C,1,H,3,34.67,3.347,42.32,1.54212082,7.199111883
145,887,C,1,H,3,34.73,3.347,42.358,1.579465247,7.219111439
145,887,C,1,H,3,34.79,3.348,42.326,1.564810703,7.215111735
145,887,C,1,H,3,34.85,3.348,42.362,1.540157187,7.209112772
145,887,C,1,H,3,34.91,3.349,42.432,1.502504699,7.20011455
145,887,C,1,H,3,34.96,3.35,42.425,1.451961745,7.188283264
145,887,C,1,H,3,35.02,3.35,42.437,1.386311142,7.1672864
145,887,C,1,H,3,35.14,3.351,42.265,1.256013022,7.117294895
145,887,C,1,H,3,35.08,3.351,42.422,1.340661568,7.142290277
145,887,C,1,H,3,35.2,3.352,42.117,1.171365504,7.063300254
145,887,C,1,H,3,35.26,3.353,42.077,1.147719015,7.010306354
145,887,C,1,H,3,35.31,3.353,42.096,1.168181059,6.96247867
145,887,C,1,H,3,35.37,3.354,42.138,1.191536455,6.918486128
145,887,C,1,H,3,35.43,3.354,42.295,1.197892879,6.877494327
145,887,C,1,H,3,35.49,3.355,42.49,1.224250332,6.920503267
145,887,C,1,H,3,35.55,3.355,42.71,1.271608813,6.994512948
145,887,C,1,H,3,35.61,3.356,42.909,1.287968322,7.037523369
145,887,C,1,H,3,35.67,3.357,43.217,1.350328859,7.066534532
145,887,C,1,H,3,35.72,3.357,43.512,1.386796759,7.102711067
145,887,C,1,H,3,35.78,3.358,43.914,1.382159182,7.148723588
145,887,C,1,H,3,35.84,3.358,44.251,1.398522633,7.201736849
145,887,C,1,H,3,35.9,3.359,44.602,1.431887112,7.259750852
145,887,C,1,H,3,35.96,3.36,44.964,1.48025262,7.312765596
145,887,C,1,H,3,36.02,3.36,45.246,1.543619156,7.36678108
145,887,C,1,H,3,36.07,3.361,45.511,1.614092055,7.422961217
145,887,C,1,H,3,36.13,3.361,45.799,1.689460476,7.476978059
145,887,C,1,H,3,36.19,3.362,45.998,1.769829925,7.528995643
145,887,C,1,H,3,36.25,3.362,46.189,1.899200403,7.572013968
145,887,C,1,H,3,36.31,3.363,46.27,2.008571909,7.609033033
145,887,C,1,H,3,36.43,3.364,46.118,2.184318006,7.664073387
145,887,C,1,H,3,36.37,3.364,46.219,2.100944443,7.640052839
145,887,C,1,H,3,36.54,3.365,45.651,2.241172208,7.698279648
145,887,C,1,H,3,36.48,3.365,45.903,2.238796761,7.685257742
145,887,C,1,H,3,36.6,3.366,45.522,2.320548685,7.700302294
145,887,C,1,H,3,36.72,3.367,45.239,2.440304722,7.73034981
145,887,C,1,H,3,36.66,3.367,45.373,2.387926189,7.720325681
145,887,C,1,H,3,36.83,3.368,45.083,2.415168036,7.750562636
145,887,C,1,H,3,36.78,3.368,45.142,2.440684283,7.739374679
145,887,C,1,H,3,36.89,3.369,45.016,2.392549483,7.760588863
145,887,C,1,H,3,37.01,3.37,44.912,2.29531546,7.774643541
145,887,C,1,H,3,36.95,3.37,44.966,2.352931957,7.767615831
145,887,C,1,H,3,37.13,3.371,44.844,2.131085551,7.779701182
145,887,C,1,H,3,37.07,3.371,44.907,2.219699992,7.769671991
145,887,C,1,H,3,37.24,3.372,44.832,1.954961748,7.80292329
145,887,C,1,H,3,37.19,3.372,44.89,2.025472139,7.791731114
145,887,C,1,H,3,37.3,3.373,44.821,1.859350221,7.81295458
145,887,C,1,H,3,37.42,3.374,44.78,1.830130252,7.810019383
145,887,C,1,H,3,37.36,3.374,44.826,1.840739723,7.809986611
145,887,C,1,H,3,37.48,3.375,44.741,1.825521811,7.809052896
145,887,C,1,H,3,37.54,3.375,44.769,1.788914397,7.81108715
145,887,C,1,H,3,37.59,3.376,44.683,1.784409004,7.808282927
145,887,C,1,H,3,37.71,3.377,44.397,1.822198976,7.793354892
145,887,C,1,H,3,37.65,3.377,44.556,1.819803476,7.799318539
145,887,C,1,H,3,37.83,3.378,44.115,1.859993061,7.775429821
145,887,C,1,H,3,37.77,3.378,44.228,1.836595504,7.785391986
145,887,C,1,H,3,37.89,3.379,44.025,1.890391646,7.765468397
145,887,C,1,H,3,37.95,3.379,44.029,1.966791259,7.750507713
145,887,C,1,H,3,38,3.38,43.969,2.160291722,7.75870771
145,887,C,1,H,3,38.12,3.381,43.943,2.323095747,7.7287898
145,887,C,1,H,3,38.06,3.381,43.968,2.27869322,7.748748384
145,887,C,1,H,3,38.24,3.382,43.821,2.382903885,7.666874854
145,887,C,1,H,3,38.18,3.382,43.89,2.358499302,7.702831957
145,887,C,1,H,3,38.3,3.383,43.816,2.397309497,7.620918493
145,887,C,1,H,3,38.35,3.384,43.835,2.400814959,7.566122091
145,887,C,1,H,3,38.41,3.384,43.846,2.409222456,7.507167088
145,887,C,1,H,3,38.47,3.385,43.934,2.353630981,7.410212825
145,887,C,1,H,3,38.53,3.385,44.116,2.299040534,7.323259304
145,887,C,1,H,3,38.59,3.386,44.219,2.245451116,7.253306523
145,887,C,1,H,3,38.65,3.386,44.315,2.189862726,7.196354484
145,887,C,1,H,3,38.71,3.387,44.518,2.149275365,7.148403185
145,887,C,1,H,3,38.76,3.388,44.572,2.166786682,7.107611002
145,887,C,1,H,3,38.82,3.388,44.588,2.137201206,7.086661061
145,887,C,1,H,3,38.88,3.389,44.656,2.119616758,7.074711862
145,887,C,1,H,3,38.94,3.389,44.657,2.110033338,7.075763403
145,887,C,1,H,3,39,3.39,44.593,2.142450947,7.079815685
145,887,C,1,H,3,39.06,3.391,44.527,2.174869583,7.096868708
145,887,C,1,H,3,39.11,3.391,44.534,2.2053859,7.124080127
145,887,C,1,H,3,39.23,3.392,44.416,2.267227972,7.212189631
145,887,C,1,H,3,39.17,3.392,44.467,2.234806422,7.161134508
145,887,C,1,H,3,39.35,3.393,44.359,2.348074158,7.348302098
145,887,C,1,H,3,39.29,3.393,44.372,2.304650551,7.274245494
145,887,C,1,H,3,39.41,3.394,44.309,2.392498793,7.433359443
145,887,C,1,H,3,39.52,3.395,44.164,2.246446629,7.541633166
145,887,C,1,H,3,39.47,3.395,44.278,2.334924457,7.490417529
145,887,C,1,H,3,39.64,3.396,44.025,2.127302755,7.618752796
145,887,C,1,H,3,39.58,3.396,44.084,2.193874178,7.578692611
145,887,C,1,H,3,39.7,3.397,44.012,2.05773236,7.641813722
145,887,C,1,H,3,39.76,3.398,44.021,1.981162994,7.645875389
145,887,C,1,H,3,39.82,3.398,44.06,1.897594656,7.629937796
145,887,C,1,H,3,39.87,3.399,44.139,1.739121827,7.596157035
145,887,C,1,H,3,39.93,3.399,44.369,1.651555374,7.587220802
145,887,C,1,H,3,39.99,3.4,44.371,1.59998995,7.581285309
145,887,C,1,H,3,40.05,3.401,44.467,1.578425554,7.567350556
145,887,C,1,H,3,40.11,3.401,44.539,1.588862186,7.551416545
145,887,C,1,H,3,40.23,3.402,44.437,1.704738536,7.508550745
145,887,C,1,H,3,40.17,3.402,44.485,1.632299847,7.533483275
145,887,C,1,H,3,40.34,3.403,44.488,1.941712136,7.449843032
145,887,C,1,H,3,40.28,3.403,44.551,1.800271562,7.474774203
145,887,C,1,H,3,40.4,3.404,44.404,2.050153738,7.430912602
145,887,C,1,H,3,40.46,3.405,44.432,2.144596369,7.408982913
145,887,C,1,H,3,40.52,3.405,44.511,2.222040028,7.389053964
145,887,C,1,H,3,40.58,3.406,44.467,2.285484716,7.377125757
145,887,C,1,H,3,40.64,3.406,44.498,2.330930431,7.37019829
145,887,C,1,H,3,40.69,3.407,44.563,2.333469313,7.363425967
145,887,C,1,H,3,40.75,3.408,44.654,2.333916914,7.357499859
